firm_class,unit_code,hour,n_obs,mean_n_tranches,mean_p_max,mean_p_med,mech_strict_rate
IB,TAPOWER,17,86,8.116279069767442,294.2177906976744,118.31802325581396,1.0
IB,TAPOWER,18,86,8.162790697674419,294.2177906976744,118.3203488372093,1.0
IB,TAPOWER,19,86,8.186046511627907,294.2177906976744,118.32151162790697,1.0
IB,TAPOWER,20,86,8.186046511627907,294.2177906976744,118.32151162790697,1.0
IB,TAPOWER,21,86,8.186046511627907,294.2177906976744,118.32151162790697,1.0
IB,TAPOWER,22,86,8.19767441860465,294.2177906976744,118.32209302325582,1.0
IB,TAPOWER,23,86,8.19767441860465,294.2177906976744,118.32209302325582,1.0
Moeve,ARRU1R,0,92,1.9891304347826086,600.0,501.0869565217391,1.0
Moeve,ARRU1R,1,92,1.9891304347826086,600.0,501.0869565217391,1.0
Moeve,ARRU1R,2,92,1.9891304347826086,600.0,501.0869565217391,1.0
Moeve,ARRU1R,3,92,1.9891304347826086,600.0,501.0869565217391,1.0
Moeve,ARRU1R,4,92,1.9891304347826086,600.0,501.0869565217391,1.0
Moeve,ARRU1R,5,92,1.9891304347826086,600.0,501.0869565217391,1.0
Moeve,ARRU1R,6,92,2.9782608695652173,600.0,402.17391304347825,1.0
Moeve,ARRU1R,7,92,2.9782608695652173,600.0,402.17391304347825,1.0
Moeve,ARRU1R,8,92,2.9782608695652173,600.0,402.17391304347825,1.0
Moeve,ARRU1R,9,92,2.9782608695652173,600.0,402.17391304347825,1.0
Moeve,ARRU1R,10,92,2.9782608695652173,600.0,402.17391304347825,1.0
Moeve,ARRU1R,11,92,2.9782608695652173,600.0,402.17391304347825,1.0
Moeve,ARRU1R,12,92,2.9782608695652173,600.0,402.17391304347825,1.0
Moeve,ARRU1R,13,92,2.9782608695652173,600.0,402.17391304347825,1.0
Moeve,ARRU1R,14,92,2.9782608695652173,600.0,402.17391304347825,1.0
Moeve,ARRU1R,15,92,2.9782608695652173,600.0,402.17391304347825,1.0
Moeve,ARRU1R,16,92,2.9782608695652173,600.0,402.17391304347825,1.0
Moeve,ARRU1R,17,92,2.9782608695652173,600.0,402.17391304347825,1.0
Moeve,ARRU1R,18,92,2.9782608695652173,600.0,402.17391304347825,1.0
Moeve,ARRU1R,19,92,2.9782608695652173,600.0,402.17391304347825,1.0
Moeve,ARRU1R,20,92,2.9782608695652173,600.0,402.17391304347825,1.0
Moeve,ARRU1R,21,92,2.9782608695652173,600.0,402.17391304347825,1.0
Moeve,ARRU1R,22,92,2.9782608695652173,600.0,402.17391304347825,1.0
Moeve,ARRU1R,23,92,2.9782608695652173,600.0,402.17391304347825,1.0
Moeve,ARRU2R,0,92,1.9891304347826086,600.0,498.9673913043478,1.0
Moeve,ARRU2R,1,92,1.9891304347826086,600.0,498.9673913043478,1.0
Moeve,ARRU2R,2,92,1.9891304347826086,600.0,498.9673913043478,1.0
Moeve,ARRU2R,3,92,1.9891304347826086,600.0,498.9673913043478,1.0
Moeve,ARRU2R,4,92,1.9891304347826086,600.0,498.9673913043478,1.0
Moeve,ARRU2R,5,92,1.9891304347826086,600.0,498.9673913043478,1.0
Moeve,ARRU2R,6,92,2.9782608695652173,600.0,399.35869565217394,1.0
Moeve,ARRU2R,7,92,2.9782608695652173,600.0,399.35869565217394,1.0
Moeve,ARRU2R,8,92,2.0,404.3478260869565,264.6733695652174,1.0
Moeve,ARRU2R,9,92,2.0,404.3478260869565,264.6733695652174,1.0
Moeve,ARRU2R,10,92,2.0,404.3478260869565,264.6733695652174,1.0
Moeve,ARRU2R,11,92,2.0,404.3478260869565,264.6733695652174,1.0
Moeve,ARRU2R,12,92,2.0,404.3478260869565,264.6733695652174,1.0
Moeve,ARRU2R,13,92,2.0,404.3478260869565,264.6733695652174,1.0
Moeve,ARRU2R,14,92,2.0,404.3478260869565,264.6733695652174,1.0
Moeve,ARRU2R,15,92,2.0,404.3478260869565,264.6733695652174,0.9891304347826086
Moeve,ARRU2R,16,92,2.0,404.3478260869565,264.6733695652174,1.0
Moeve,ARRU2R,17,92,2.0,404.3478260869565,264.6733695652174,1.0
Moeve,ARRU2R,18,92,2.0,404.3478260869565,264.6733695652174,1.0
Moeve,ARRU2R,19,92,2.0,404.3478260869565,264.6733695652174,1.0
Moeve,ARRU2R,20,92,2.0,404.3478260869565,264.6733695652174,1.0
Moeve,ARRU2R,21,92,2.0,404.3478260869565,264.6733695652174,1.0
Moeve,ARRU2R,22,92,2.0,404.3478260869565,264.6733695652174,1.0
Moeve,ARRU2R,23,92,2.0,404.3478260869565,264.6733695652174,1.0
TotalEnergies,CTJON1R,0,78,1.1602564102564104,500.0,468.3764102564103,0.8461538461538461
TotalEnergies,CTJON1R,1,77,1.12987012987013,500.0,474.5278571428571,0.8831168831168831
TotalEnergies,CTJON1R,2,77,1.1168831168831168,500.0,477.1366883116883,0.8831168831168831
TotalEnergies,CTJON1R,3,77,1.1168831168831168,500.0,477.1366883116883,0.8831168831168831
TotalEnergies,CTJON1R,4,77,1.1168831168831168,500.0,477.1366883116883,0.8961038961038961
TotalEnergies,CTJON1R,5,77,1.1168831168831168,500.0,477.1366883116883,0.8831168831168831
TotalEnergies,CTJON1R,6,77,1.12987012987013,500.0,474.6022077922078,0.8831168831168831
TotalEnergies,CTJON1R,7,77,1.1948051948051948,500.0,461.87837662337665,0.8441558441558441
TotalEnergies,CTJON1R,8,77,1.1948051948051948,500.0,461.87837662337665,0.8051948051948052
TotalEnergies,CTJON1R,9,77,1.1688311688311688,500.0,466.96097402597405,0.8311688311688312
TotalEnergies,CTJON1R,10,77,1.0649350649350648,500.0,487.2264935064935,0.935064935064935
TotalEnergies,CTJON1R,11,77,1.0454545454545454,500.0,491.0411363636364,0.948051948051948
TotalEnergies,CTJON1R,12,81,1.037037037037037,500.0,492.7015432098765,0.9629629629629629
TotalEnergies,CTJON1R,13,81,1.037037037037037,500.0,492.7015432098765,0.9629629629629629
TotalEnergies,CTJON1R,14,81,1.037037037037037,500.0,492.7015432098765,0.9629629629629629
TotalEnergies,CTJON1R,15,81,1.037037037037037,500.0,492.7015432098765,0.9876543209876543
TotalEnergies,CTJON1R,16,81,1.0493827160493827,500.0,490.5088888888889,0.9629629629629629
TotalEnergies,CTJON1R,17,81,1.3549382716049383,500.0,433.05507716049385,0.7160493827160493
TotalEnergies,CTJON1R,18,81,1.6481481481481481,500.0,378.5749074074074,0.4567901234567901
TotalEnergies,CTJON1R,19,81,1.9074074074074074,500.0,331.50506172839505,0.12345679012345678
TotalEnergies,CTJON1R,20,81,1.9320987654320987,500.0,327.57608024691353,0.06172839506172839
TotalEnergies,CTJON1R,21,81,1.7345679012345678,500.0,363.16912037037036,0.30864197530864196
TotalEnergies,CTJON1R,22,81,1.4907407407407407,500.0,407.7022993827161,0.5061728395061729
TotalEnergies,CTJON1R,23,81,1.2685185185185186,500.0,448.92111111111114,0.7654320987654321
TotalEnergies,CTJON3R,0,92,1.2282608695652173,500.0,454.76711956521734,0.8043478260869565
TotalEnergies,CTJON3R,1,92,1.184782608695652,500.0,463.35652173913047,0.8478260869565217
TotalEnergies,CTJON3R,2,92,1.1521739130434783,500.0,469.7983152173913,0.8695652173913043
TotalEnergies,CTJON3R,3,92,1.1304347826086956,500.0,474.1722282608696,0.8913043478260869
TotalEnergies,CTJON3R,4,92,1.1304347826086956,500.0,474.1722282608696,0.9130434782608695
TotalEnergies,CTJON3R,5,92,1.1304347826086956,500.0,474.1722282608696,0.9239130434782609
TotalEnergies,CTJON3R,6,92,1.1875,500.0,462.83745923913045,0.8586956521739131
TotalEnergies,CTJON3R,7,92,1.3206521739130435,500.0,436.30875,0.8043478260869565
TotalEnergies,CTJON3R,8,92,1.3342391304347827,500.0,433.62664402173914,0.782608695652174
TotalEnergies,CTJON3R,9,92,1.2092391304347827,500.0,458.3394701086956,0.8260869565217391
TotalEnergies,CTJON3R,10,92,1.078804347826087,500.0,484.2537771739131,0.9130434782608695
TotalEnergies,CTJON3R,11,92,1.059782608695652,500.0,488.0397826086957,0.9347826086956522
TotalEnergies,CTJON3R,12,92,1.0543478260869565,500.0,489.1209239130435,0.9456521739130435
TotalEnergies,CTJON3R,13,92,1.0543478260869565,500.0,489.1209239130435,0.9456521739130435
TotalEnergies,CTJON3R,14,92,1.0543478260869565,500.0,489.1209239130435,0.9456521739130435
TotalEnergies,CTJON3R,15,92,1.0543478260869565,500.0,489.1209239130435,0.967391304347826
TotalEnergies,CTJON3R,16,92,1.076086956521739,500.0,484.80592391304344,0.9239130434782609
TotalEnergies,CTJON3R,17,92,1.2826086956521738,500.0,443.7976086956522,0.75
TotalEnergies,CTJON3R,18,92,1.5869565217391304,500.0,383.5409782608695,0.6086956521739131
TotalEnergies,CTJON3R,19,92,1.9184782608695652,500.0,318.96627717391306,0.34782608695652173
TotalEnergies,CTJON3R,20,92,1.951086956521739,500.0,312.6197282608696,0.3804347826086957
TotalEnergies,CTJON3R,21,92,1.8016304347826086,500.0,341.7718478260869,0.5217391304347826
TotalEnergies,CTJON3R,22,92,1.4755434782608696,500.0,405.8561956521739,0.717391304347826
TotalEnergies,CTJON3R,23,92,1.2826086956521738,500.0,443.8722826086956,0.8369565217391305
