parent,year_month,critical_h18_22,flat_h3_5,other,crit_minus_flat
HC,2025-12-01,28.387162162162163,12.188095238095238,18.070921985815602,16.199066924066926
IB,2024-01-01,-29.149553571428573,105.48982035928144,81.70588235294117,-134.63937393071
IB,2024-02-01,81.8345238095238,77.30725806451613,85.12142857142858,4.527265745007668
IB,2024-03-01,42.086363636363636,75.73260869565217,59.37699115044248,-33.64624505928854
IB,2024-04-01,56.1396694214876,35.6764705882353,35.17302158273382,20.463198833252306
IB,2024-05-01,43.9746835443038,32.48275862068966,31.137755102040817,11.491924923614143
IB,2024-06-01,61.026315789473685,66.87234042553192,43.2136170212766,-5.846024636058232
IB,2024-07-01,62.659375000000004,112.06404494382024,69.29665653495441,-49.40466994382023
IB,2024-08-01,64.10213903743316,89.26029411764705,57.19126213592233,-25.158155080213888
IB,2024-09-01,61.92546583850932,70.66810344827586,40.23609625668449,-8.74263760976654
IB,2024-10-01,43.96203703703704,81.27543859649124,42.05564971751413,-37.3134015594542
IB,2024-11-01,70.30458015267175,70.9075,73.59106382978723,-0.602919847328252
IB,2024-12-01,0.30471204188481593,36.272222222222226,37.01699882766706,-35.96751018033741
IB,2025-01-01,64.16103896103895,27.34396551724138,46.10066225165563,36.817073443797575
IB,2025-02-01,86.26338028169013,19.055445544554455,40.7017937219731,67.20793473713567
IB,2025-03-01,15.384482758620688,7.276388888888889,9.538800904977375,8.1080938697318
IB,2025-04-01,6.439302884615385,1.8491428571428572,2.5389416983523447,4.590160027472528
IB,2025-05-01,3.91400481540931,1.7855329949238579,1.7492091049382716,2.1284718204854522
IB,2025-06-01,13.429721362229103,14.948491379310344,7.19806168647425,-1.5187700170812413
IB,2025-07-01,16.104457652303118,30.243797709923665,11.65598021582734,-14.139340057620547
IB,2025-08-01,12.105550847457627,13.254506269592477,7.769567271352986,-1.1489554221348506
IB,2025-09-01,19.3547233201581,11.577226027397261,8.906342213114753,7.77749729276084
IB,2025-10-01,17.534662775616084,13.449400871459694,10.03349820143885,4.08526190415639
IB,2025-11-01,14.02476553341149,2.9526465028355386,5.589245810055866,11.072119030575951
IB,2025-12-01,17.636981865284973,4.008263772954924,8.871222773642128,13.628718092330049
Moeve,2024-01-01,276.1102222222222,45.55555555555556,209.52239263803682,230.55466666666666
Moeve,2024-02-01,236.59277777777777,33.333333333333336,166.92516129032256,203.25944444444443
Moeve,2024-03-01,256.2368,200.0,141.76941176470586,56.23680000000002
Moeve,2024-04-01,189.4340425531915,108.44444444444444,149.42835820895525,80.98959810874705
Moeve,2024-05-01,190.69752475247526,52.23076923076923,171.5152380952381,138.46675552170603
Moeve,2024-06-01,216.86767676767678,102.82352941176471,192.2718120805369,114.04414735591207
Moeve,2024-07-01,217.0414634146341,158.92777777777778,179.29360465116278,58.11368563685633
Moeve,2024-08-01,225.04276315789474,123.01,175.61494252873564,102.03276315789473
Moeve,2024-09-01,219.8742268041237,87.42857142857143,162.54258064516128,132.4456553755523
Moeve,2024-10-01,258.2626923076923,122.3157894736842,193.84793103448277,135.94690283400809
Moeve,2024-11-01,290.80392156862746,44.0,185.6833333333333,246.80392156862746
Moeve,2024-12-01,288.38230452674895,62.5,186.01239669421489,225.88230452674895
Moeve,2025-01-01,269.90444444444444,31.25,194.53369175627242,238.65444444444444
Moeve,2025-02-01,281.4559829059829,98.48571428571428,190.97530864197532,182.97026862026866
Moeve,2025-03-01,138.21886904761905,102.0,144.61222222222224,36.21886904761905
Moeve,2025-04-01,62.917663043478264,25.795454545454547,47.0396186440678,37.12220849802372
Moeve,2025-05-01,16.04366028708134,29.925925925925927,30.67314814814815,-13.882265638844586
Moeve,2025-06-01,23.80360824742268,18.37162162162162,18.79805194805195,5.431986625801059
Moeve,2025-07-01,18.135080645161292,15.153409090909092,18.8125,2.9816715542522
Moeve,2025-08-01,20.57272727272727,15.511904761904763,16.701315789473686,5.060822510822508
Moeve,2025-09-01,19.353571428571428,15.596153846153847,16.453991596638655,3.757417582417581
Moeve,2025-10-01,18.94035087719298,15.617088607594937,17.376938775510204,3.323262269598043
Moeve,2025-11-01,19.864285714285714,16.15909090909091,18.39018691588785,3.705194805194804
Moeve,2025-12-01,20.3125,8.0,18.311640625000003,12.3125
Other,2024-01-01,131.4101449275362,44.985,72.66775147928995,86.42514492753621
Other,2024-02-01,118.7875,17.928571428571427,39.447391304347825,100.85892857142856
Other,2024-03-01,93.68314606741572,21.703703703703702,29.215207373271888,71.97944236371202
Other,2024-04-01,65.7843137254902,21.594117647058823,42.92391304347826,44.19019607843137
Other,2024-05-01,65.40519480519481,58.1,59.99523809523809,7.305194805194809
Other,2024-06-01,94.6167741935484,81.5142857142857,92.63384030418251,13.10248847926269
Other,2024-07-01,105.85913978494624,77.2125,87.01396648044692,28.64663978494623
Other,2024-08-01,111.82862595419847,115.63218390804597,113.85276243093922,-3.803557953847502
Other,2024-09-01,109.86613756613755,95.54523809523809,96.9287037037037,14.320899470899462
Other,2024-10-01,149.66785714285714,76.71612903225805,94.55933333333333,72.95172811059909
Other,2024-11-01,175.47125,76.61123595505617,111.41772575250836,98.86001404494382
Other,2024-12-01,250.20574162679426,143.34810126582278,149.92546583850933,106.85764036097149
Other,2025-01-01,183.8494623655914,85.60493827160494,139.39671179883948,98.24452409398646
Other,2025-02-01,173.88407079646018,42.50983606557377,86.96792452830188,131.3742347308864
