tech_group,year_month,critical,flat,diff
Hydro_RES,2024-09-01,0.3558846453624319,0.19223300970873775,0.16365163565369417
Hydro_RES,2024-10-01,0.8489051094890514,0.6234604105571846,0.2254446989318668
Hydro_RES,2024-11-01,0.6301358912869703,0.44034482758620686,0.18979106370076348
Hydro_RES,2024-12-01,0.6632620744259701,0.26445783132530126,0.3988042431006688
Hydro_RES,2025-01-01,0.9265045592705171,0.7139024390243901,0.212602120246127
Hydro_RES,2025-02-01,0.42979539641943715,0.40835509138381193,0.021440305035625218
Hydro_RES,2025-03-01,0.010811990686845244,-0.6676229508196719,0.6784349415065172
Hydro_RES,2025-04-01,0.027996368038740938,-0.1343667546174143,0.16236312265615524
Hydro_RES,2025-05-01,-0.4417744656917886,-0.40831367924528295,-0.03346078644650563
Hydro_RES,2025-06-01,-0.14210797799174693,-0.18074127906976736,0.03863330107802043
Hydro_RES,2025-07-01,0.9407407407407407,0.9029325513196479,0.037808189421092764
Hydro_RES,2025-08-01,0.9926433915211971,0.9357692307692307,0.056874160751966385
Hydro_RES,2025-09-01,1.021016666666666,1.0732005141388175,-0.052183847472151434
Hydro_RES,2025-10-01,0.47318368745716305,0.08697104677060136,0.3862126406865617
Hydro_RES,2025-11-01,0.3915162454873647,0.062448700410396706,0.329067545076968
Hydro_RES,2025-12-01,0.2928607047872343,-0.05260563380281688,0.34546633859005116
Hydro_RES,2026-01-01,0.17230483271375463,-0.27272727272727265,0.4450321054410273
Hydro_pump,2024-01-01,44.19659318637275,63.375,-19.178406813627248
Hydro_pump,2024-02-01,60.42453183520598,61.94166666666666,-1.5171348314606803
Hydro_pump,2024-03-01,34.72517123287671,27.67236842105263,7.05280281182408
Hydro_pump,2024-04-01,40.82868852459015,45.83489932885906,-5.00621080426891
Hydro_pump,2024-05-01,64.20711743772242,95.30457516339868,-31.097457725676264
Hydro_pump,2024-06-01,55.17391304347826,58.680147058823536,-3.506234015345278
Hydro_pump,2024-07-01,51.605482456140365,43.93281249999999,7.672669956140375
Hydro_pump,2024-08-01,45.93727678571428,44.738392857142856,1.1988839285714263
Hydro_pump,2024-09-01,63.35020661157028,93.49268292682925,-30.142476315258968
Hydro_pump,2024-10-01,46.86758893280634,49.64666666666667,-2.7790777338603263
Hydro_pump,2024-11-01,31.64258064516129,14.117857142857144,17.524723502304145
Hydro_pump,2024-12-01,28.314634146341465,94.47692307692309,-66.16228893058162
Hydro_pump,2025-01-01,71.17295918367347,66.72916666666667,4.4437925170067984
Hydro_pump,2025-02-01,21.049856733524358,81.11851851851851,-60.068661784994156
Hydro_pump,2025-03-01,46.680939947780686,60.223571428571425,-13.542631480790739
Hydro_pump,2025-04-01,16.678518123667377,52.4634375,-35.784919376332624
Hydro_pump,2025-05-01,36.67031509121061,51.5243670886076,-14.854051997396986
Hydro_pump,2025-06-01,7.121069587628868,4.368537414965987,2.752532172662881
Hydro_pump,2025-07-01,6.943391866913123,24.514714285714284,-17.57132241880116
Hydro_pump,2025-08-01,10.529210069444444,32.139482758620694,-21.61027268917625
Hydro_pump,2025-09-01,18.69098958333333,36.13578431372549,-17.444794730392157
Hydro_pump,2025-10-01,0.5028255528255531,8.060326086956524,-7.557500534130971
Hydro_pump,2025-11-01,13.949007561436675,13.641037735849057,0.30796982558761776
Hydro_pump,2025-12-01,34.72227564102564,36.858000000000004,-2.1357243589743646
Hydro_pump,2026-01-01,-25.962096774193547,-65.125,39.16290322580645
Nuclear,2024-01-01,-133.1700854700855,-16.38055555555556,-116.78952991452994
Nuclear,2024-02-01,-2.5655940594059397,50.45899280575539,-53.02458686516133
Nuclear,2024-03-01,234.36534653465344,270.37718309859156,-36.01183656393812
Nuclear,2024-04-01,223.30530546623794,275.68125,-52.37594453376204
Nuclear,2024-05-01,193.0951754385964,213.46917293233085,-20.373997493734436
Nuclear,2024-06-01,116.371327014218,56.302272727272744,60.06905428694525
Nuclear,2024-07-01,-25.779999999999994,-13.0,-12.779999999999994
Nuclear,2024-08-01,23.370873786407767,56.041666666666664,-32.6707928802589
Nuclear,2024-09-01,16.506097560975608,9.785714285714286,6.720383275261321
Nuclear,2024-10-01,2.9153846153846152,-3.5789473684210518,6.494331983805667
Nuclear,2024-11-01,-31.3225,103.25,-134.5725
