market,reform,tech,firm,unit_code,outcome,theta,se,t,n
IDA,DA15,Hydro_pump,GE,IPG,slope,0.006664610383868681,0.005259853101027433,1.267071580871118,737
IDA,DA15,Hydro_pump,GE,MLTB,slope,-0.0015490002751397673,0.001485782491702354,-1.0425484778495275,119
IDA,DA15,Hydro_pump,GE,MLTG,slope,-52.418334060286604,70.56644298487916,-0.7428223932375152,531
IDA,DA15,Hydro_pump,IB,MUEB,slope,0.05991004804040058,0.043935027266223024,1.3636055732337977,227
IDA,DA15,Hydro_pump,IB,MUEL,slope,0.004677311094517016,0.004304501228689766,1.0866093064028994,7699
IDA,DA15,Hydro_pump,IB,SILB,slope,0.13360781483049503,0.10055605949140993,1.3286898423253009,221
IDA,DA15,Hydro_pump,IB,TAJB,slope,0.0,1170070.5206120468,0.0,122
IDA,DA15,Hydro_pump,IB,TAMEGAB,slope,0.002804757444913125,0.001690102975921774,1.6595186712711538,358
IDA,DA15,Hydro_pump,GE,TJEG,slope,0.022578187838754038,0.015708949698627454,1.437281821631065,571
IDA,DA15,Hydro_pump,GN,UFBB,slope,-0.827953003991464,0.9196196240406296,-0.900321157081881,1030
IDA,DA15,Hydro_pump,GN,UFBG,slope,0.05240241456840877,0.027240874137603267,1.9236686129712903,7536
IDA,DA15,Hydro_pump,HC,ACAVADB,intercept,-7.611805875001437,11.235232938319715,-0.6774942644081771,541
IDA,DA15,Hydro_pump,HC,ALIMAB,intercept,-7.692786156477723,13.160357804312618,-0.584542325586073,404
IDA,DA15,Hydro_pump,HC,DOUSUPB,intercept,18.980866498619548,11.991723216257569,1.5828306037689872,1276
IDA,DA15,Hydro_pump,IB,DUEB,intercept,1.494735769541542,8.489172217378837,0.17607556205321803,213
IDA,DA15,Hydro_pump,HC,GUADIAB,intercept,60.259796044643906,56.419338304203336,1.068069882701096,229
IDA,DA15,Hydro_pump,GE,IPB,intercept,96.0,702756780.6545211,1.3660487190260795e-07,62
IDA,DA15,Hydro_pump,GE,IPG,intercept,44.91466841523345,10.66630801315952,4.21089174996823,737
IDA,DA15,Hydro_pump,GE,MLTB,intercept,6.685427888889321,4.123178510166453,1.621425769562286,119
IDA,DA15,Hydro_pump,GE,MLTG,intercept,2241.8432036476343,2909.671961738411,0.7704797080658617,531
IDA,DA15,Hydro_pump,IB,MUEB,intercept,3.6394052411531845,20.07247585206009,0.18131322055020246,227
IDA,DA15,Hydro_pump,IB,MUEL,intercept,-5.150710791007782,5.172311059807375,-0.9958238650866452,7699
IDA,DA15,Hydro_pump,IB,SILB,intercept,26.26321827774401,15.091300719434058,1.740288578566534,221
IDA,DA15,Hydro_pump,IB,TAJB,intercept,-40.0,443022755.31480134,-9.028881591325249e-08,122
IDA,DA15,Hydro_pump,IB,TAMEGAB,intercept,49.419067781610465,18.298469686564204,2.70072135146344,358
IDA,DA15,Hydro_pump,GE,TJEG,intercept,-6.465921534864208,22.113948336175376,-0.2923910934659665,571
IDA,DA15,Hydro_pump,GN,UFBB,intercept,64.78135598423569,47.51610573331579,1.363355750318032,1030
IDA,DA15,Hydro_pump,GN,UFBG,intercept,12.67507547159073,6.288508781961818,2.0155931892706214,7536
IDA,DA15,Hydro_pump,HC,ALIMAB,gamma,-0.0002593994140625,6901.450773313579,-3.758621521514601e-08,89
IDA,DA15,Hydro_pump,HC,DOUSUPB,gamma,-0.0011866571698938137,0.0019110624790515778,-0.620941064408699,440
IDA,DA15,Hydro_pump,IB,DUEB,gamma,0.0013034450249191352,0.0014106624892336733,0.9239949561763828,138
IDA,DA15,Hydro_pump,GE,IPG,gamma,-1.5408883586408696e-06,2.5346811211219276e-05,-0.06079219771672206,314
IDA,DA15,Hydro_pump,IB,MUEB,gamma,6.772141660206557e-06,2.432496392746644e-05,0.2784029477042644,136
IDA,DA15,Hydro_pump,IB,MUEL,gamma,-4.463021726525509e-05,3.2586733082631264e-05,-1.369582435652103,6161
IDA,DA15,Hydro_pump,IB,SILB,gamma,0.0005215906702618327,0.001821351284346658,0.2863756567689983,114
IDA,DA15,Hydro_pump,IB,TAJB,gamma,-3.0517578125e-05,1556.345257325641,-1.960848852872154e-08,64
IDA,DA15,Hydro_pump,IB,TAMEGAB,gamma,-1.1156004633698942e-05,1.1193317400632296e-05,-0.9966665139924249,176
IDA,DA15,Hydro_pump,GN,UFBB,gamma,-0.004312249183693147,0.002519391649960068,-1.7116231943380045,276
IDA,DA15,Hydro_pump,GN,UFBG,gamma,-0.0003522195639192611,0.00034640311488195075,-1.0167909836471665,4700
DA,ID15,CCGT,IB,ACE3,slope,0.0030229927066983617,0.0008254769753061127,3.6621163244163673,2177
DA,ID15,CCGT,IB,ARCOS1,slope,0.0037442543412378668,0.0010259444376930116,3.649568342762673,1626
DA,ID15,CCGT,IB,CTJON2,slope,0.0010610754129511467,0.0002532268489026096,4.190216865034061,2033
DA,ID15,CCGT,IB,CTN3,slope,0.004872009539406259,0.004988184074688315,0.9767100544922623,2121
DA,ID15,CCGT,IB,CTN4,slope,0.0029491933627266856,0.0038588541451224983,0.7642666065661998,2084
DA,ID15,CCGT,HC,LARES1,slope,0.01779460617764217,0.028011074657128297,0.6352703848552191,2427
DA,ID15,CCGT,HC,LARES2,slope,-0.05680948000234087,0.016554496829769262,-3.431664555348052,1679
DA,ID15,CCGT,HC,SRI4R,slope,0.015669290741944675,0.019727467567098624,0.7942879991387157,2873
DA,ID15,CCGT,HC,SRI5R,slope,0.03219426423696092,0.02524893805794933,1.2750739917485336,1751
DA,ID15,CCGT,IB,ACE3,intercept,-0.5872923652308373,3.0565659730642754,-0.19214123640919278,2177
DA,ID15,CCGT,IB,ARCOS1,intercept,-2.5727006699074764,3.5017914373350174,-0.7346812955443712,1626
DA,ID15,CCGT,IB,CTJON2,intercept,12.516720642562078,2.9790526006978824,4.20157758867026,2033
DA,ID15,CCGT,IB,CTN3,intercept,1.4612285223139452,2.9032349600162597,0.5033104596900285,2121
DA,ID15,CCGT,IB,CTN4,intercept,21.11973100879048,2.1020732806063465,10.047095505014202,2084
DA,ID15,CCGT,HC,LARES1,intercept,11.537730916603437,4.9450026749476015,2.3332102478034944,2427
DA,ID15,CCGT,HC,LARES2,intercept,38.52568152283459,7.162627626976112,5.378707861028257,1679
DA,ID15,CCGT,HC,SRI4R,intercept,30.19798274130494,6.182167116857586,4.884692078116236,2873
DA,ID15,CCGT,HC,SRI5R,intercept,13.113824497820588,5.9795432950123155,2.1931147331534753,1751
DA,ID15,CCGT,IB,ACE3,gamma,-3.3958267668684854e-06,6.910063380822843e-06,-0.4914320722864504,2154
DA,ID15,CCGT,IB,ARCOS1,gamma,0.00010843256970587501,4.412514051918111e-05,2.4573875217176835,1585
