unit_code,description,owner_agent,ownership_pct,unit_type,zone,technology
GSVD213,GSVD213,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD214,GSVD214,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD215,GSVD215,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD216,GSVD216,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD217,GSVD217,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD218,GSVD218,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD219,GSVD219,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD220,GSVD220,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD221,GSVD221,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD222,GSVD222,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD224,GSVD224,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD225,GSVD225,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD226,GSVD226,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD228,GSVD228,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
GSVD229,GSVD229,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
GSVD230,GSVD230,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
GSVD231,GSVD231,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD232,GSVD232,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD233,GSVD233,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD234,GSVD234,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD235,GSVD235,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD236,GSVD236,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD237,GSVD237,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
GSVD238,GSVD238,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
GSVD239,GSVD239,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
GSVD240,GSVD240,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
GSVD241,GSVD241,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD242,GSVD242,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD243,GSVD243,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD244,GSVD244,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
GSVD245,GSVD245,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD246,GSVD246,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD247,GSVD247,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
GSVD248,GSVD248,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD249,GSVD249,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD250,GSVD250,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD251,GSVD251,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD252,GSVD252,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD253,GSVD253,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD254,GSVD254,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD255,GSVD255,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD256,GSVD256,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD257,GSVD257,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
GSVD258,GSVD258,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
GSVD259,GSVD259,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
GSVD260,GSVD260,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
GSVD272,GSVD272,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD273,GSVD273,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD274,GSVD274,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD275,GSVD275,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD276,GSVD276,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD277,GSVD277,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD278,GSVD278,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD279,GSVD279,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD280,GSVD280,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD281,GSVD281,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD283,GSVD283,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD290,GSVD290,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD291,GSVD291,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD292,GSVD292,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD293,GSVD293,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD295,GSVD295,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD296,GSVD296,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD297,GSVD297,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD298,GSVD298,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD300,GSVD300,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
GSVD301,GSVD301,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
GSVD304,GSVD304,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD305,GSVD305,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD306,GSVD306,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GSVD307,GSVD307,"GESTERNOVA, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
GUADIA,BACIA  HID. DO GUADIANA,EDP GEM PORTUGAL S.A.,100.0,GENERACION,ZONA PORTUGUESA,Hidráulica Generación
GUIG,C.H. GUILLENA GENERACION,"ENDESA GENERACIÓN, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica de Bombeo Puro
GUIRE01,GUISSONA VENTA,CORPORACIÓN ALIMENTARIA GUISSONA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
HAMRE01,HAMRE01,"HAM POWER, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HCGVD09,U. O. TUDELA COGENERACION,"EDP ESPAÑA, S.A.U. (GENERACIÓN)",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
HCGVD1,OFERTA VENTA RENOVABLES,"EDP ESPAÑA, S.A.U. (GENERACIÓN)",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HCGVD11,U.O. P.E. NO HABILITADOS,"EDP ESPAÑA, S.A.U. (GENERACIÓN)",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HCGVD12,U.O. PARQUES HABILITADOS S.A.,"EDP ESPAÑA, S.A.U. (GENERACIÓN)",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HCGVD13,U.O. PARQUES EOLICA LA BRUJULA,"EDP ESPAÑA, S.A.U. (GENERACIÓN)",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HCGVD14,U.O. PARQUES ZONA REGULACION,"EDP ESPAÑA, S.A.U. (GENERACIÓN)",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HCGVD15,UO CH CRISA,"EDP ESPAÑA, S.A.U. (GENERACIÓN)",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
HCGVD16,CH GUADALIMAR (GIRIBAILLE),"EDP ESPAÑA, S.A.U. (GENERACIÓN)",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
HCGVD17,P. FOTOVOLTAICA ACAMPO ARPAL,"EDP ESPAÑA, S.A.U. (GENERACIÓN)",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HCGVD18,U.O. HIBRIDAS,"EDP ESPAÑA, S.A.U. (GENERACIÓN)",100.0,GENERACION,ZONA ESPAÑOLA,Híbrida Renovable
HCGVD19,U.O. HIBRIDAS SIN HABILITAR,"EDP ESPAÑA, S.A.U. (GENERACIÓN)",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HCGVD2,OFERTA VENTA RENOVABLES TERMIC,"EDP ESPAÑA, S.A.U. (GENERACIÓN)",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
HCGVD21,UE PE NO HABILITADOS 2,"EDP ESPAÑA, S.A.U. (GENERACIÓN)",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HCGVD22,UO PE HABILITADOS 2,"EDP ESPAÑA, S.A.U. (GENERACIÓN)",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HCGVD23,UO PE HABILITADOS 3,"EDP ESPAÑA, S.A.U. (GENERACIÓN)",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HCHI,UGH. HIDROCANTÁBRICO,"EDP ESPAÑA, S.A.U. (GENERACIÓN)",100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
HELIVD1,REPRES. TARIFA HELIOS I,"PLANTA SOLAR HELIOS I, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD04,COGEN NEO ARA,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
HISVD08,NEO SC CINCA VERDE,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
HISVD09,FMARQUES,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD11,INSTALACION SOLAR GUILLENA,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD12,FSALOB,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD15,PE RWE,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HISVD16,PE LUNAJUNO,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HISVD17,PE URANO,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HISVD18,PE ALDEHUELAS,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HISVD21,FV CAP,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD22,FLACAB,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD23,SIGMA,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD24,ALIZARSUN,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD25,CASTOR,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD27,CORTIJO GUER,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HISVD28,SIERRA ARCAS,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HISVD43,COSENTSOL,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD44,REA,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HISVD45,CASA VALDES,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD48,PUERTA DEL SOL,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD51,ORKOIEN,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HISVD52,HISVD52,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD59,HISVD59,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HISVD60,HISVD60,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD61,HISVD61,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD67,TORDESILLAS II,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD68,SANTIZ I,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD69,POLEÑINO I,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD74,ARIES SOLAR,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD75,PEGASO SOLAR,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD76,UTRILLA HIVE,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD77,ENTRECAMINOS,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD78,HAZA DE LAS TOBAS,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD79,HISVD79,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD80,HISVD80,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD81,MORATALLA,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD83,FVALP18,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD84,FVALP19,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD85,FVALP20,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD86,FALP21,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD87,HISVD87,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HISVD88,HISVD88,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HISVD89,HISVD89,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HISVD90,HISVD90,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HISVD91,HISVD91,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HISVD92,HISVD92,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HISVD93,HISVD93,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HISVD94,HISVD94,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HISVD95,HISVD95,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HISVD96,HISVD96,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HISVD97,HISVD97,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HISVD98,HISVD98,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HISVD99,HISVD99,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HMSROR1,UOF HMSROR1,GNERA ENERGIA Y TECNOLOGIA,100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
HPOBLA1,UOF HIDRO LA POBLA1 Y 2,NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
HSVD100,HSVD100,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HSVD102,HSVD102,"ALPIQ ENERGÍA ESPAÑA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HURVD01,EÓLICA REP. BASER,BASER COMERCIALIZADORA DE REFERENCIA SA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
HURVD02,FOTOVOLTAICA REP BASER,BASER COMERCIALIZADORA DE REFERENCIA SA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
HURVD03,HIDRÁULICA REP BASER,BASER COMERCIALIZADORA DE REFERENCIA SA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
HURVD04,BIOMASA REP BASER,BASER COMERCIALIZADORA DE REFERENCIA SA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
HURVD05,TERMOSOLAR REP BASER,BASER COMERCIALIZADORA DE REFERENCIA SA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
HURVD06,TÉRMICA REP BASER,BASER COMERCIALIZADORA DE REFERENCIA SA,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
HURVD07,EÓLICA REP BASER (PRUEBAS),BASER COMERCIALIZADORA DE REFERENCIA SA,100.0,GENERACION,ZONA ESPAÑOLA,RE Tar. CUR Eólica
HURVD08,FOTOV. REP BASER (PRUEBAS),BASER COMERCIALIZADORA DE REFERENCIA SA,100.0,GENERACION,ZONA ESPAÑOLA,RE Tar. CUR Solar Fotovoltáica
HURVD09,HIDRÁULICA REP BASER (PRUEBAS),BASER COMERCIALIZADORA DE REFERENCIA SA,100.0,GENERACION,ZONA ESPAÑOLA,RE Tar. CUR Hidráulica
HURVD10,BIOMASA REP BASER (PRUEBAS),BASER COMERCIALIZADORA DE REFERENCIA SA,100.0,GENERACION,ZONA ESPAÑOLA,RE Tar. CUR Térmica Renovable
HURVD11,TERMOSOLAR REP BASER (PRUEBAS),BASER COMERCIALIZADORA DE REFERENCIA SA,100.0,GENERACION,ZONA ESPAÑOLA,RE Tar. CUR Solar Térmica
HURVD12,TÉRMICA REP BASER (PRUEBAS),BASER COMERCIALIZADORA DE REFERENCIA SA,100.0,GENERACION,ZONA ESPAÑOLA,RE Tar. CUR Térmica no Renov.
IBEVD11,EÓLICA HABILITADA,IBERDROLA ENERGÍA ESPAÑA S..A.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
IBEVD14,MINI HIDRAULICA MENOS DE 1 MW,IBERDROLA ENERGÍA ESPAÑA S..A.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
IBEVD15,MINI HIDRAULICA MAS DE 1 MW,IBERDROLA ENERGÍA ESPAÑA S..A.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
IBEVD16,FOTOVOLTAICA NO EXENTA,IBERDROLA ENERGÍA ESPAÑA S..A.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
IBEVD19,FOTOVOLTAICA HABILITADA,IBERDROLA ENERGÍA ESPAÑA S..A.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
IBEVD20,COGENERACION PETROLEO,IBERDROLA ENERGÍA ESPAÑA S..A.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
IBEVD21,FOTOVOLTAICA HAB SSCC Y SEC,IBERDROLA ENERGÍA ESPAÑA S..A.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
IBEVD22,HIBRIDACION FV - BATERIA,IBERDROLA ENERGÍA ESPAÑA S..A.,100.0,GENERACION,ZONA ESPAÑOLA,Híbrida Renov.-Almacenamiento
IBEVD23,VENTA EXCEDENTES FV,IBERDROLA ENERGÍA ESPAÑA S..A.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
IBEVD24,HIBRIDACION EOLICA - BATERIA,IBERDROLA ENERGÍA ESPAÑA S..A.,100.0,GENERACION,ZONA ESPAÑOLA,Híbrida Renov.-Almacenamiento
IBEVD25,VENTA HIBRIDACION EOLICA Y FV,IBERDROLA ENERGÍA ESPAÑA S..A.,100.0,GENERACION,ZONA ESPAÑOLA,Híbrida Renovable
IBEVD26,EOLICA EIBGEBU,IBERDROLA ENERGÍA ESPAÑA S..A.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
IBEVD27,FOTOVOLTAICA ORIOL,IBERDROLA ENERGÍA ESPAÑA S..A.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
IBEVD28,FOTOVOLTAICA NBALBOA,IBERDROLA ENERGÍA ESPAÑA S..A.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
IBEVD29,FOTOVOLTAICA PIZARRO,IBERDROLA ENERGÍA ESPAÑA S..A.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
IBEVD30,FOTOVOLTAICA FVARENA,IBERDROLA ENERGÍA ESPAÑA S..A.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
IBEVD31,FOTOVOLTAICA FVCEDIL,IBERDROLA ENERGÍA ESPAÑA S..A.,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
