tech_group,regime,hour_class,mw_in_band,n_tranches,frac_single_block,mw_at_mcp,n_months,n_cells_total,market
Retailer,ISP15-win,Flat,12.626164308345762,1.112765796343921,0.28333900458556605,0.3052002470775317,4,11829,IDA
Retailer,ISP15-win,Midday,14.917702154649854,1.277792597912562,0.30200918974098645,0.408632838655553,4,23208,IDA
Solar PV,3-sess,Critical,3.8614973378661888,0.7864788254923853,0.35620542034973196,0.18520605983967686,6,208615,IDA
Solar PV,3-sess,Dropped,5.0547227537523725,0.8625341175183064,0.41342557395762,0.3563636170990252,6,108914,IDA
Solar PV,3-sess,Flat,29.147066536884385,3.794172094306024,0.184254566871228,0.010039860488290982,6,2003,IDA
Solar PV,3-sess,Midday,4.821945269667664,0.8572407751808276,0.46328673436031925,0.3467315431550751,6,184196,IDA
Solar PV,DA15/ID15,Critical,1.1979442419684954,0.5505633930436764,0.21731099455093061,0.03264531686800115,3,738390,IDA
Solar PV,DA15/ID15,Dropped,1.193852390560245,0.5924414400008893,0.2509566781670906,0.058979308428878684,3,656288,IDA
Solar PV,DA15/ID15,Flat,9.18492656428896,2.8955605843374195,0.2461808803171255,0.015833568493895857,3,6827,IDA
Solar PV,DA15/ID15,Midday,1.498815186967706,0.6104153348519318,0.2974529050359008,0.11194772825784988,3,1088608,IDA
Solar PV,DA60/ID15 post-blk,Critical,2.185099935848111,0.6712547249824115,0.34390466163717,0.12192717196916625,5,2748590,IDA
