tech_group,regime,hour_class,share_in_band,mw_in_band,mw_total,n_tranches,frac_single_block,mw_at_mcp,n_months,share_pct
Cogen,DA60/ID15 post-blk,Critical,0.3537375232729952,3.905883410907125,11.673103559502279,0.37455682662823925,0.3449579013701544,0.05815423285758723,6,35.4
Cogen,DA60/ID15 post-blk,Dropped,0.4675327439141963,5.19928292977811,11.694977764282015,0.4932651144088731,0.4553291988793768,0.06651596046485068,6,46.8
Cogen,DA60/ID15 post-blk,Flat,0.33545902746336526,3.944124406047948,12.322404942575416,0.36101455775517155,0.3249870370403674,0.0007118472800208128,6,33.5
Cogen,DA60/ID15 post-blk,Midday,0.7888395429250458,8.740505996570084,11.356406185906742,0.8220727795175954,0.7693481132930683,0.1919953384679408,6,78.9
Cogen,DA60/ID15 pre-blk,Critical,0.5593965627875342,6.195977154712684,11.55694273946266,0.5860998436273819,0.5498056857778293,0.10708076952618406,2,55.9
Cogen,DA60/ID15 pre-blk,Dropped,0.7339999153231864,8.115191363165334,11.524816315698706,0.7671517928990135,0.7222117525680084,0.1419586899110039,2,73.4
Cogen,DA60/ID15 pre-blk,Flat,0.7207658211011031,8.500068934523439,12.278915370442487,0.7600425792936061,0.7065436458220353,0.0013595702102511416,2,72.1
Cogen,DA60/ID15 pre-blk,Midday,0.9274871336124688,10.19154423848742,11.084999393199467,0.9603627281197517,0.9170727422602397,0.46305894385003116,2,92.7
Cogen,ISP15-win,Critical,0.10345781846908567,1.1375469013090824,12.280756350712515,0.11627705952635087,0.10212247720334608,0.0008580996408347542,4,10.3
Cogen,ISP15-win,Dropped,0.1720248370420499,1.9044164820777618,12.19439655264686,0.19032162043061943,0.16979425571654289,0.0040199487124131066,4,17.2
Cogen,ISP15-win,Flat,0.1674915482313888,1.8951078412442206,12.72496444310076,0.18996541752767562,0.16490622508306985,0.0011494669260328993,4,16.7
Cogen,ISP15-win,Midday,0.31350742382985575,3.412196325999834,11.624712868636056,0.3369982701192408,0.30986489034915626,0.028643777670991466,4,31.4
Fuel/Gas,DA15/ID15,Critical,0.24013722126929676,134.9090909090909,561.8,2.0,0.022727272727272728,0.0,1,24.0
Fuel/Gas,DA15/ID15,Dropped,0.0400498398006408,22.5,561.8,0.3333333333333333,0.0,0.0,1,4.0
Fuel/Gas,DA15/ID15,Flat,0.0,0.0,561.8,0.0,0.0,0.0,1,0.0
Fuel/Gas,DA15/ID15,Midday,0.0,0.0,561.8,0.0,0.0,0.0,1,0.0
