diagnostic,control_set,hour,treat_pre,treat_pre_se,treat_pre_p,did,did_se,did_p,treat_post,n,top_K,critical_set,crit_pre,crit_pre_se,crit_pre_p,crit_post
per_hour,"C3 (h{3,4,5})",18.0,57.60618697852182,4.259531300242664,1.1276512557058532e-41,100.88445900387941,17.633059592037924,1.0569669063818215e-08,158.49064598240125,39023,,,,,,
per_hour,"C3 (h{3,4,5})",19.0,61.19567838453515,4.6619274842984035,2.3155765126637906e-39,72.99333628898935,18.770596085214923,0.00010077996239389921,134.1890146735245,39024,,,,,,
per_hour,"C3 (h{3,4,5})",20.0,74.7312499342813,4.905205919238445,2.0684451729287462e-52,41.21179091112059,19.598138350480575,0.03547957224991848,115.94304084540188,39043,,,,,,
per_hour,"C3 (h{3,4,5})",21.0,80.92067238806159,4.867021268573072,4.493300197962531e-62,9.493228498360448,18.272122651847727,0.6033792705272567,90.41390088642204,39051,,,,,,
per_hour,"C3 (h{3,4,5})",22.0,90.91948161335297,4.39618672856474,5.089634598832074e-95,-1.5756524541525057,17.59891651122486,0.9286597437631119,89.34382915920047,39048,,,,,,
per_hour,"C3 (h{3,4,5})",23.0,111.65833520152913,3.893046723745602,6.495097723869382e-181,-69.9973148746389,15.321084520030642,4.907775776854827e-06,41.661020326890224,39033,,,,,,
per_hour,"C4 (h{2,3,4,5})",0.0,30.51535289018557,1.9368688586267044,6.34676460555478e-56,40.0440573131784,10.065868859712975,6.943843599521924e-05,70.55941020336397,48681,,,,,,
per_hour,"C4 (h{2,3,4,5})",1.0,-0.06739330406218101,1.3364885313959833,0.9597831959537868,26.51613600136606,6.523303873202006,4.8067019660284345e-05,26.448742697303878,48592,,,,,,
per_hour,"C4 (h{2,3,4,5})",6.0,38.27089706067151,1.8534767659163565,1.0139533289022484e-94,15.29808907217339,8.128032839507418,0.05981712075032377,53.5689861328449,48702,,,,,,
per_hour,"C4 (h{2,3,4,5})",7.0,36.00160033594086,3.0231193760145914,1.0655114030857877e-32,61.763242726017566,13.30917487469067,3.473123868754486e-06,97.76484306195843,48702,,,,,,
per_hour,"C4 (h{2,3,4,5})",8.0,37.76937777200064,3.782088741214388,1.748497593690787e-23,57.165684380007136,13.744115484503267,3.192462750853433e-05,94.93506215200777,48686,,,,,,
per_hour,"C4 (h{2,3,4,5})",9.0,43.95001991642762,3.944797271724696,7.899198990171467e-29,12.3015033923293,11.886828951645784,0.30072252578217684,56.25152330875692,48677,,,,,,
per_hour,"C4 (h{2,3,4,5})",10.0,40.609632914757654,3.9456585991344304,7.638503366963938e-25,-54.67380194283349,11.35122868909419,1.4605890925467262e-06,-14.064169028075838,48644,,,,,,
per_hour,"C4 (h{2,3,4,5})",11.0,39.59635356716624,4.037040685155504,1.0373965703612566e-22,-110.76243780192993,12.392172311660165,3.9592957538038086e-19,-71.1660842347637,48623,,,,,,
per_hour,"C4 (h{2,3,4,5})",12.0,41.39431792189022,4.015960904822146,6.520828218854842e-25,-116.72444992918955,13.915473016296383,4.94040528705343e-17,-75.33013200729933,48659,,,,,,
per_hour,"C4 (h{2,3,4,5})",13.0,40.06695417461217,3.9838564482678556,8.528085638749536e-24,-137.15082364298442,12.740254443975262,5.0276459733696534e-27,-97.08386946837226,48652,,,,,,
per_hour,"C4 (h{2,3,4,5})",14.0,35.10609427751334,3.853422012063324,8.210267153464408e-20,-123.30332180858183,13.588445581353,1.1458924819373966e-19,-88.19722753106848,48654,,,,,,
per_hour,"C4 (h{2,3,4,5})",15.0,35.600918956080484,3.871899535692687,3.7607468084048156e-20,-91.79002347250908,15.163667346170941,1.4192009186978529e-09,-56.18910451642859,48659,,,,,,
per_hour,"C4 (h{2,3,4,5})",16.0,41.374618233716745,3.857377272034364,7.676732256654336e-27,-13.904098507964829,15.997481774228183,0.38476894687799124,27.470519725751917,48686,,,,,,
per_hour,"C4 (h{2,3,4,5})",17.0,49.8306325880099,4.0382050959928995,5.529487160858575e-35,61.37950608903551,16.586584351649417,0.00021513159163266563,111.2101386770454,48699,,,,,,
per_hour,"C4 (h{2,3,4,5})",18.0,61.639900750719086,4.259394204509108,1.833793511378248e-47,94.55991750533836,17.554649455964118,7.180201496984175e-08,156.19981825605745,48698,,,,,,
per_hour,"C4 (h{2,3,4,5})",19.0,65.22596302064622,4.656086297058746,1.3780332987291819e-44,66.66762594445808,18.704501073180904,0.00036489001616831727,131.8935889651043,48699,,,,,,
per_hour,"C4 (h{2,3,4,5})",20.0,78.76604670330292,4.897203742163478,3.309736953235112e-58,34.87493043922127,19.513616213180065,0.07390355029939946,113.64097714252418,48718,,,,,,
per_hour,"C4 (h{2,3,4,5})",21.0,84.95248366608489,4.8597782293655385,2.0090131311845334e-68,3.146143721901715,18.138575841876,0.8622973908443345,88.0986273879866,48726,,,,,,
per_hour,"C4 (h{2,3,4,5})",22.0,94.95525837947096,4.387142573027685,6.924825962081784e-104,-7.932483290405026,17.431905358510136,0.6490693574451889,87.02277508906593,48723,,,,,,
per_hour,"C4 (h{2,3,4,5})",23.0,115.68207747792093,3.8826435680264053,4.580085141649721e-195,-76.36056508700364,15.21495346764808,5.199957552339525e-07,39.32151239091729,48708,,,,,,
per_hour,"C5 (h{1,2,3,4,5})",0.0,30.513634264012538,1.7694181877308648,1.2199172067672144e-66,34.75025023952418,9.127601217005925,0.00014057105811805026,65.26388450353672,58382,,,,,,
per_hour,"C5 (h{1,2,3,4,5})",6.0,38.271397790641565,1.8475855200200295,2.5754426937378665e-95,10.01530708376767,7.981979960688792,0.20957327150890792,48.28670487440924,58403,,,,,,
per_hour,"C5 (h{1,2,3,4,5})",7.0,36.00475017508599,3.0039304759884153,4.213460344808633e-33,56.43541952908689,13.18049516527039,1.854397163509531e-05,92.44016970417289,58403,,,,,,
per_hour,"C5 (h{1,2,3,4,5})",8.0,37.78090958613935,3.756951339663057,8.620442937813342e-24,51.834173174920515,13.577925468908177,0.00013479297849563297,89.61508276105987,58387,,,,,,
per_hour,"C5 (h{1,2,3,4,5})",9.0,43.96981487211424,3.9183000881775634,3.192365414979488e-29,6.990072345724591,11.61932636640683,0.5474469840338689,50.95988721783883,58378,,,,,,
per_hour,"C5 (h{1,2,3,4,5})",10.0,40.62327729344268,3.916927653614003,3.3525420809028417e-25,-60.02090276062145,11.254029714154472,9.645387793220103e-08,-19.39762546717877,58345,,,,,,
per_hour,"C5 (h{1,2,3,4,5})",11.0,39.607593764049575,4.011421582815359,5.412751282189689e-23,-116.17115010709685,12.329230408042266,4.4082167858663454e-21,-76.56355634304728,58324,,,,,,
per_hour,"C5 (h{1,2,3,4,5})",12.0,41.4126071182397,3.9912169973873617,3.190743019363653e-25,-122.02640933711714,13.821461445026268,1.0583958976650275e-18,-80.61380221887745,58360,,,,,,
per_hour,"C5 (h{1,2,3,4,5})",13.0,40.08921522242925,3.9592695631335637,4.262024481384353e-24,-142.4231014935667,12.687192148892953,3.0482898748000997e-29,-102.33388627113743,58353,,,,,,
per_hour,"C5 (h{1,2,3,4,5})",14.0,35.128294671963886,3.8311889269731134,4.772846118546624e-20,-128.64159656962116,13.51147969065193,1.7166735048861115e-21,-93.51330189765727,58355,,,,,,
per_hour,"C5 (h{1,2,3,4,5})",15.0,35.61646321472667,3.853235928676998,2.3909812827689155e-20,-97.08632553508428,15.028561863457677,1.0461941271708232e-10,-61.46986232035761,58360,,,,,,
per_hour,"C5 (h{1,2,3,4,5})",16.0,41.394591199870526,3.844092487568351,4.8554664381475474e-27,-19.180325839964322,15.803122174921418,0.22486045623198814,22.214265359906204,58387,,,,,,
per_hour,"C5 (h{1,2,3,4,5})",17.0,49.857277795774635,4.0226640348646345,2.8130565392254414e-35,56.12752171649779,16.425231835752232,0.0006327982643115553,105.98479951227242,58400,,,,,,
per_hour,"C5 (h{1,2,3,4,5})",18.0,61.664291566764454,4.235560375853296,5.1419594319430436e-48,89.27552351530855,17.54538902001137,3.6136129206513173e-07,150.939815082073,58399,,,,,,
per_hour,"C5 (h{1,2,3,4,5})",19.0,65.24247031656282,4.6215961512438435,2.9898011451506935e-45,61.38663426712906,18.63345551893522,0.0009862113943399187,126.62910458369188,58400,,,,,,
per_hour,"C5 (h{1,2,3,4,5})",20.0,78.78707722177955,4.859052312231272,3.983412150238444e-59,29.595644202153093,19.496136907254275,0.12900782524855114,108.38272142393265,58419,,,,,,
per_hour,"C5 (h{1,2,3,4,5})",21.0,84.96987858466551,4.821730692720624,1.6617662415331236e-69,-2.1384067635762367,18.088211738784906,0.9058925386204162,82.83147182108927,58427,,,,,,
per_hour,"C5 (h{1,2,3,4,5})",22.0,94.97317468441962,4.348346252787067,9.421188696531046e-106,-13.221693222597,17.27473600630319,0.44404682273554896,81.75148146182262,58424,,,,,,
per_hour,"C5 (h{1,2,3,4,5})",23.0,115.68714148645029,3.848679815395185,1.669614086961489e-198,-81.66123715347975,15.038222806531865,5.6276677087836305e-08,34.02590433297054,58409,,,,,,
cumulative,"C3 (h{3,4,5})",,,,,67.67994052349071,16.73983996812052,5.2761298049029744e-05,,39024,1.0,[17],45.797679787962004,4.034864203058624,7.374949929033512e-30,113.47762031145271
cumulative,"C3 (h{3,4,5})",,,,,67.96226233720618,12.90975158893295,1.4063808191659608e-07,,48835,2.0,"[7, 17]",38.86304956211497,3.1472783098827595,4.984743239950891e-35,106.82531189932115
cumulative,"C3 (h{3,4,5})",,,,,79.00546238150069,13.120601167785836,1.7282735792344418e-09,,58642,3.0,"[7, 17, 18]",45.06748191466262,3.399029918778937,4.005983491132882e-40,124.07294429616331
cumulative,"C3 (h{3,4,5})",,,,,57.36271466387369,12.666675931449172,5.936677379290585e-06,,68437,4.0,"[7, 16, 17, 18]",43.084268427988924,3.415025508600839,1.7215952223538462e-36,100.44698309186262
cumulative,"C3 (h{3,4,5})",,,,,58.59981796491446,12.180745641358412,1.5028497522819077e-06,,78232,5.0,"[7, 8, 16, 17, 18]",41.20550304271978,3.354415257866346,1.1045625641451329e-34,99.80532100763423
cumulative,"C3 (h{3,4,5})",,,,,30.521819022759107,11.610202376186772,0.008566679714254722,,88000,6.0,"[7, 8, 12, 16, 17, 18]",40.52422685676258,3.393062021800319,7.040721485135551e-33,71.04604587952169
cumulative,"C3 (h{3,4,5})",,,,,29.261067075886256,10.483034251241135,0.005250029362213113,,97811,7.0,"[6, 7, 8, 12, 16, 17, 18]",39.622514765976945,3.0594227347899166,2.3198142755695299e-38,68.8835818418632
cumulative,"C3 (h{3,4,5})",,,,,27.93509694517709,10.34551963084989,0.006929529001351278,,107597,8.0,"[6, 7, 8, 9, 12, 16, 17, 18]",39.64438277556593,3.115810574117427,4.371421392165614e-37,67.57947972074302
cumulative,"C3 (h{3,4,5})",,,,,13.63497527818286,10.160044315839597,0.1795897469359503,,117329,9.0,"[6, 7, 8, 9, 11, 12, 16, 17, 18]",39.16658188498094,3.182588871130514,8.355239253502309e-35,52.80155716316381
cumulative,"C3 (h{3,4,5})",,,,,-0.8756019327728026,10.119903357790616,0.9310508669304558,,127090,10.0,"[6, 7, 8, 9, 11, 12, 13, 16, 17, 18]",38.825462542142404,3.228178614198227,2.561534306349882e-33,37.9498606093696
cumulative,"C3 (h{3,4,5})",,,,,-11.405421126247175,10.172565039254685,0.26220519944772946,,136853,11.0,"[6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18]",38.0936022633267,3.254521972508946,1.2041083256161873e-31,26.688181137079525
cumulative,"C3 (h{3,4,5})",,,,,-14.462798839836651,10.1032341009521,0.15228642203270878,,146606,12.0,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18]",37.950128624509084,3.289440706718907,8.59131387719166e-31,23.487329784672433
cumulative,"C4 (h{2,3,4,5})",,,,,61.37950608903551,16.586584351649417,0.00021513159163266563,,48699,1.0,[17],49.8306325880099,4.0382050959928995,5.529487160858575e-35,111.2101386770454
cumulative,"C4 (h{2,3,4,5})",,,,,61.621156711457026,12.780242925824046,1.4241479367673588e-06,,58510,2.0,"[7, 17]",42.8952990786274,3.150160123948126,3.179332367936136e-42,104.51645579008442
cumulative,"C4 (h{2,3,4,5})",,,,,72.64326766357144,13.001274881086168,2.305000781974647e-08,,68317,3.0,"[7, 17, 18]",49.10294696461936,3.4007901794772697,2.9541370588958274e-47,121.7462146281908
cumulative,"C4 (h{2,3,4,5})",,,,,50.99322123376182,12.535269384295754,4.742251405903835e-05,,78112,4.0,"[7, 16, 17, 18]",47.11780020632708,3.417451303971385,3.0346309467867517e-43,98.1110214400889
cumulative,"C4 (h{2,3,4,5})",,,,,52.22385653023906,12.052688248797782,1.4711560365144864e-05,,87907,5.0,"[7, 8, 16, 17, 18]",45.23899303802052,3.3559692865217086,2.0467071911128267e-41,97.46284956825957
cumulative,"C4 (h{2,3,4,5})",,,,,24.142962300913922,11.493161930914535,0.03567283506841875,,97675,6.0,"[7, 8, 12, 16, 17, 18]",44.554812662321716,3.3939055312839446,2.2792408990930304e-39,68.69777496323564
cumulative,"C4 (h{2,3,4,5})",,,,,22.88382595354846,10.369116212084645,0.027319541054247852,,107486,7.0,"[6, 7, 8, 12, 16, 17, 18]",43.654309809761756,3.0615682224168532,3.951530448248577e-46,66.53813576331021
cumulative,"C4 (h{2,3,4,5})",,,,,21.55333894808867,10.212254120673657,0.034812138002891756,,117272,8.0,"[6, 7, 8, 9, 12, 16, 17, 18]",43.67528858945804,3.117116633540825,1.3268944864851877e-44,65.22862753754671
cumulative,"C4 (h{2,3,4,5})",,,,,7.25109376330295,10.022706204846436,0.46939323123153176,,127004,9.0,"[6, 7, 8, 9, 11, 12, 16, 17, 18]",43.19514421108697,3.18360122622632,6.197915081576586e-42,50.446237974389916
cumulative,"C4 (h{2,3,4,5})",,,,,-7.2616352060327385,9.997133304695708,0.46761090511860004,,136765,10.0,"[6, 7, 8, 9, 11, 12, 13, 16, 17, 18]",42.851142666575704,3.2287435193344307,3.375115187207921e-40,35.58950746054297
cumulative,"C4 (h{2,3,4,5})",,,,,-17.792548783520605,10.0621986340554,0.07701802182863288,,146528,11.0,"[6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18]",42.11644280045073,3.2549003125456295,2.697432047515684e-38,24.323894016930122
cumulative,"C4 (h{2,3,4,5})",,,,,-20.85100868319686,9.986256793419773,0.036800504024388336,,156281,12.0,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18]",41.97204009441816,3.289251706466241,2.7293231369203275e-37,21.121031411221303
cumulative,"C5 (h{1,2,3,4,5})",,,,,56.12752171649779,16.425231835752232,0.0006327982643115553,,58400,1.0,[17],49.857277795774635,4.0226640348646345,2.8130565392254414e-35,105.98479951227242
cumulative,"C5 (h{1,2,3,4,5})",,,,,56.31959345012349,12.608917627439586,7.945479724168316e-06,,68211,2.0,"[7, 17]",42.91550737000699,3.1310403051696825,9.286832080953418e-43,99.23510082013048
cumulative,"C5 (h{1,2,3,4,5})",,,,,67.32795345319497,12.887288682112834,1.7474984639927558e-07,,78018,3.0,"[7, 17, 18]",49.13226798874508,3.3792686920825385,6.826768032425158e-48,116.46022144194004
cumulative,"C5 (h{1,2,3,4,5})",,,,,45.668400623026294,12.385252699795318,0.00022662752918829838,,87813,4.0,"[7, 16, 17, 18]",47.153189708855805,3.3978133611255528,8.670367675862014e-44,92.8215903318821
cumulative,"C5 (h{1,2,3,4,5})",,,,,46.890741239884456,11.889723818663716,8.01991882840895e-05,,97608,5.0,"[7, 8, 16, 17, 18]",45.27249131849198,3.3343755917594344,5.4452031225120204e-42,92.16323255837644
cumulative,"C5 (h{1,2,3,4,5})",,,,,18.803219606185294,11.33198226470826,0.09705426340080528,,107376,6.0,"[7, 8, 12, 16, 17, 18]",44.591912488534085,3.3713597416634915,6.154260681436541e-40,63.39513209471938
cumulative,"C5 (h{1,2,3,4,5})",,,,,17.547138418127535,10.199418613303711,0.0853587127249476,,117187,7.0,"[6, 7, 8, 12, 16, 17, 18]",43.68795142970827,3.03959720463791,7.651181049350903e-47,61.23508984783581
cumulative,"C5 (h{1,2,3,4,5})",,,,,16.211875701049102,10.022340166835287,0.10575446129352628,,126973,8.0,"[6, 7, 8, 9, 12, 16, 17, 18]",43.70990590946496,3.094117527609019,2.5976651693344846e-45,59.92178161051406
cumulative,"C5 (h{1,2,3,4,5})",,,,,1.9025486382853094,9.841638535010793,0.8467113020702288,,136705,9.0,"[6, 7, 8, 9, 11, 12, 16, 17, 18]",43.23119832069595,3.1600488969640956,1.3269024627068305e-42,45.13374695898126
cumulative,"C5 (h{1,2,3,4,5})",,,,,-12.613424561390135,9.826863854912771,0.19929398688082722,,146466,10.0,"[6, 7, 8, 9, 11, 12, 13, 16, 17, 18]",42.88917315817947,3.204879377992785,7.656951458092767e-41,30.275748596789334
cumulative,"C5 (h{1,2,3,4,5})",,,,,-23.148281234053876,9.899159432111134,0.01936605321319632,,156229,11.0,"[6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18]",42.156049854205385,3.2310407517138127,6.592208987533938e-39,19.00776862015151
cumulative,"C5 (h{1,2,3,4,5})",,,,,-26.208997820857522,9.826405579698648,0.00764859353914763,,165982,12.0,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18]",42.01191843504609,3.2648100844754198,6.805144611027093e-38,15.802920614188569
