firm,tech,regime,clock_hour,in_band_share
REP,Hydro,MTU15IDA_pre,0,0.6067157777516877
REP,Hydro,MTU15IDA_pre,1,0.7141433640858403
REP,Hydro,MTU15IDA_pre,2,0.7255090574103684
REP,Hydro,MTU15IDA_pre,3,0.7469239141730692
REP,Hydro,MTU15IDA_pre,4,0.750461287434731
REP,Hydro,MTU15IDA_pre,5,0.7368123624940619
REP,Hydro,MTU15IDA_pre,6,0.6113743213035552
REP,Hydro,MTU15IDA_pre,7,0.4966046595061431
REP,Hydro,MTU15IDA_pre,8,0.5904510267889493
REP,Hydro,MTU15IDA_pre,9,0.753805030292153
REP,Hydro,MTU15IDA_pre,10,0.8734989914853648
REP,Hydro,MTU15IDA_pre,11,0.8908071618607873
REP,Hydro,MTU15IDA_pre,12,0.9072141741590247
REP,Hydro,MTU15IDA_pre,13,0.9111374944314754
REP,Hydro,MTU15IDA_pre,14,0.9113750552122258
REP,Hydro,MTU15IDA_pre,15,0.9206431186200594
REP,Hydro,MTU15IDA_pre,16,0.9206669737829992
REP,Hydro,MTU15IDA_pre,17,0.9209477712083523
REP,Hydro,MTU15IDA_pre,18,0.8338148226493992
REP,Hydro,MTU15IDA_pre,19,0.5717896405233612
REP,Hydro,MTU15IDA_pre,20,0.2856542029948998
REP,Hydro,MTU15IDA_pre,21,0.20845990916710436
REP,Hydro,MTU15IDA_pre,22,0.31287941797586327
REP,Hydro,MTU15IDA_pre,23,0.4666127353088804
REP,Hydro_pump,3sess,0,0.9320531109421508
REP,Hydro_pump,3sess,1,0.9213132347964735
REP,Hydro_pump,3sess,2,0.8963590652402791
REP,Hydro_pump,3sess,3,0.8689096328479089
REP,Hydro_pump,3sess,4,0.8391702451088829
REP,Hydro_pump,3sess,5,0.8742430216410332
REP,Hydro_pump,3sess,6,0.9042944948996772
REP,Hydro_pump,3sess,7,0.8760756830507569
REP,Hydro_pump,3sess,8,0.8359789413007527
REP,Hydro_pump,3sess,9,0.8798126605091718
REP,Hydro_pump,3sess,10,0.7338441750247082
REP,Hydro_pump,3sess,11,0.5621083074230788
REP,Hydro_pump,3sess,12,0.5175287954563128
REP,Hydro_pump,3sess,13,0.49655094398628435
REP,Hydro_pump,3sess,14,0.46672842952404114
REP,Hydro_pump,3sess,15,0.47087991117729544
REP,Hydro_pump,3sess,16,0.49058626302767705
REP,Hydro_pump,3sess,17,0.5815543756514044
REP,Hydro_pump,3sess,18,0.7185252306812485
REP,Hydro_pump,3sess,19,0.8559728925743606
REP,Hydro_pump,3sess,20,0.7984696507780049
REP,Hydro_pump,3sess,21,0.7149333072573821
REP,Hydro_pump,3sess,22,0.8051141170679168
REP,Hydro_pump,3sess,23,0.8737119272378078
REP,Hydro_pump,DA15_ID15,0,0.8128858210507249
REP,Hydro_pump,DA15_ID15,1,0.790206906805702
REP,Hydro_pump,DA15_ID15,2,0.7200396048765239
REP,Hydro_pump,DA15_ID15,3,0.6855156800432919
REP,Hydro_pump,DA15_ID15,4,0.6836636343243624
REP,Hydro_pump,DA15_ID15,5,0.6874782721517657
REP,Hydro_pump,DA15_ID15,6,0.7868616972946605
REP,Hydro_pump,DA15_ID15,7,0.746611393838448
REP,Hydro_pump,DA15_ID15,8,0.6953853234304652
REP,Hydro_pump,DA15_ID15,9,0.7456647032381571
REP,Hydro_pump,DA15_ID15,10,0.6000334994284487
REP,Hydro_pump,DA15_ID15,11,0.3946862682530637
REP,Hydro_pump,DA15_ID15,12,0.3230375317124382
REP,Hydro_pump,DA15_ID15,13,0.3061385715484843
REP,Hydro_pump,DA15_ID15,14,0.31824086849894273
REP,Hydro_pump,DA15_ID15,15,0.3930548121096139
REP,Hydro_pump,DA15_ID15,16,0.587095895584016
REP,Hydro_pump,DA15_ID15,17,0.634558679402404
REP,Hydro_pump,DA15_ID15,18,0.6604791128390245
REP,Hydro_pump,DA15_ID15,19,0.5675801274368502
REP,Hydro_pump,DA15_ID15,20,0.5260411557231361
REP,Hydro_pump,DA15_ID15,21,0.6050113169429746
REP,Hydro_pump,DA15_ID15,22,0.733576073484994
REP,Hydro_pump,DA15_ID15,23,0.8380029622258153
REP,Hydro_pump,ISP15win,0,0.8127296649907317
REP,Hydro_pump,ISP15win,1,0.7197971474772087
REP,Hydro_pump,ISP15win,2,0.6792327735795014
REP,Hydro_pump,ISP15win,3,0.6446299870711151
REP,Hydro_pump,ISP15win,4,0.6333866008277288
REP,Hydro_pump,ISP15win,5,0.6591251676362345
REP,Hydro_pump,ISP15win,6,0.7910603749904361
REP,Hydro_pump,ISP15win,7,0.7386463538264151
REP,Hydro_pump,ISP15win,8,0.666060405643739
REP,Hydro_pump,ISP15win,9,0.7864858599992545
REP,Hydro_pump,ISP15win,10,0.8327821562955507
REP,Hydro_pump,ISP15win,11,0.6525389683417018
REP,Hydro_pump,ISP15win,12,0.5650444798055466
REP,Hydro_pump,ISP15win,13,0.5464432893293562
REP,Hydro_pump,ISP15win,14,0.5444318102954434
REP,Hydro_pump,ISP15win,15,0.6104682096302207
REP,Hydro_pump,ISP15win,16,0.773561507936508
REP,Hydro_pump,ISP15win,17,0.8700396825396827
REP,Hydro_pump,ISP15win,18,0.6861129687012613
REP,Hydro_pump,ISP15win,19,0.5559413886779941
REP,Hydro_pump,ISP15win,20,0.5411155509354898
REP,Hydro_pump,ISP15win,21,0.6720127865961198
REP,Hydro_pump,ISP15win,22,0.7943948412698413
REP,Hydro_pump,ISP15win,23,0.8446593915343916
REP,Hydro_pump,MTU15IDA_post,0,0.6489647194128317
REP,Hydro_pump,MTU15IDA_post,1,0.7256109828638783
REP,Hydro_pump,MTU15IDA_post,2,0.7726782922539075
REP,Hydro_pump,MTU15IDA_post,3,0.77819665073389
REP,Hydro_pump,MTU15IDA_post,4,0.7722236212451487
REP,Hydro_pump,MTU15IDA_post,5,0.7650518183408686
REP,Hydro_pump,MTU15IDA_post,6,0.7229824814356025
REP,Hydro_pump,MTU15IDA_post,7,0.6300055053026232
REP,Hydro_pump,MTU15IDA_post,8,0.711221124346244
REP,Hydro_pump,MTU15IDA_post,9,0.7224680071533212
REP,Hydro_pump,MTU15IDA_post,10,0.4623223404708903
REP,Hydro_pump,MTU15IDA_post,11,0.25512083701738875
REP,Hydro_pump,MTU15IDA_post,12,0.2174526437596515
REP,Hydro_pump,MTU15IDA_post,13,0.18503253173720358
REP,Hydro_pump,MTU15IDA_post,14,0.17263173808640994
REP,Hydro_pump,MTU15IDA_post,15,0.1878942533489252
REP,Hydro_pump,MTU15IDA_post,16,0.19836813322630897
REP,Hydro_pump,MTU15IDA_post,17,0.31701662899248834
REP,Hydro_pump,MTU15IDA_post,18,0.6472155353396115
REP,Hydro_pump,MTU15IDA_post,19,0.7242087498848934
REP,Hydro_pump,MTU15IDA_post,20,0.5905629253692198
REP,Hydro_pump,MTU15IDA_post,21,0.38470551351642784
REP,Hydro_pump,MTU15IDA_post,22,0.43921177446914544
REP,Hydro_pump,MTU15IDA_post,23,0.6400728612092383
REP,Hydro_pump,MTU15IDA_pre,0,0.6696428571428572
REP,Hydro_pump,MTU15IDA_pre,1,0.6919642857142858
REP,Hydro_pump,MTU15IDA_pre,2,0.6919642857142858
REP,Hydro_pump,MTU15IDA_pre,3,0.7310267857142858
REP,Hydro_pump,MTU15IDA_pre,4,0.7254464285714286
REP,Hydro_pump,MTU15IDA_pre,5,0.7142857142857143
REP,Hydro_pump,MTU15IDA_pre,6,0.6808035714285714
REP,Hydro_pump,MTU15IDA_pre,7,0.5522321428571428
REP,Hydro_pump,MTU15IDA_pre,8,0.7140625
REP,Hydro_pump,MTU15IDA_pre,9,0.8351934523809523
REP,Hydro_pump,MTU15IDA_pre,10,0.5133928571428571
REP,Hydro_pump,MTU15IDA_pre,11,0.2734375
REP,Hydro_pump,MTU15IDA_pre,12,0.2566964285714286
REP,Hydro_pump,MTU15IDA_pre,13,0.22879464285714288
REP,Hydro_pump,MTU15IDA_pre,14,0.21205357142857145
REP,Hydro_pump,MTU15IDA_pre,15,0.20647321428571427
REP,Hydro_pump,MTU15IDA_pre,16,0.23995535714285715
REP,Hydro_pump,MTU15IDA_pre,17,0.4017857142857143
REP,Hydro_pump,MTU15IDA_pre,18,0.7700892857142858
REP,Hydro_pump,MTU15IDA_pre,19,0.7390625
REP,Hydro_pump,MTU15IDA_pre,20,0.5129464285714286
REP,Hydro_pump,MTU15IDA_pre,21,0.3875
REP,Hydro_pump,MTU15IDA_pre,22,0.5301339285714286
REP,Hydro_pump,MTU15IDA_pre,23,0.6696428571428572
