regime,day_type,hour_class,tech,share_pct_q_at,n_obs
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Dropped,Cogen,2.1285204783780114,117
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Dropped,Hybrid_RES,1.1026632552189335,19
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Dropped,Hydro,2.9469771859432843,22
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Dropped,Hydro_RES,1.6025081894128819,149
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Dropped,Hydro_pump,0.6541838692795254,4
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Dropped,Nuclear,16.818582698532687,8
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Dropped,Solar PV,17.97212692136225,474
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Dropped,Solar Thermal,2.0170669302785367,19
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Dropped,Wind,50.59554961136631,431
DA60/ID15 pre-blk (Mar19-Apr27),weekend,Dropped,_unmapped_,2.8505456378050424,102
DA60/ID15 post-blk (Apr28-Sep),weekday,Critical,Biomass,0.606008054991613,139
DA60/ID15 post-blk (Apr28-Sep),weekday,Critical,CCGT,7.838637049971446,69
DA60/ID15 post-blk (Apr28-Sep),weekday,Critical,Cogen,2.0868228828737245,491
DA60/ID15 post-blk (Apr28-Sep),weekday,Critical,Hybrid_RES,1.2147070871368302,57
DA60/ID15 post-blk (Apr28-Sep),weekday,Critical,Hydro,9.917626199353569,168
DA60/ID15 post-blk (Apr28-Sep),weekday,Critical,Hydro_RES,1.2693040236088395,430
DA60/ID15 post-blk (Apr28-Sep),weekday,Critical,Hydro_pump,10.06443395295574,145
DA60/ID15 post-blk (Apr28-Sep),weekday,Critical,Import,0.28105761382085864,2
DA60/ID15 post-blk (Apr28-Sep),weekday,Critical,Nuclear,8.110126745023935,15
DA60/ID15 post-blk (Apr28-Sep),weekday,Critical,Solar PV,25.837865636520746,2087
DA60/ID15 post-blk (Apr28-Sep),weekday,Critical,Solar Thermal,0.025534383213086525,4
DA60/ID15 post-blk (Apr28-Sep),weekday,Critical,Wind,29.82188721217757,1350
DA60/ID15 post-blk (Apr28-Sep),weekday,Critical,_unmapped_,2.9259891583520456,434
DA60/ID15 post-blk (Apr28-Sep),weekday,Flat,CCGT,32.56465959564276,38
DA60/ID15 post-blk (Apr28-Sep),weekday,Flat,Cogen,0.17813094173182,4
DA60/ID15 post-blk (Apr28-Sep),weekday,Flat,Hybrid_RES,0.5247117957535131,5
DA60/ID15 post-blk (Apr28-Sep),weekday,Flat,Hydro,16.421736621785413,26
DA60/ID15 post-blk (Apr28-Sep),weekday,Flat,Hydro_RES,1.0238656737802871,9
DA60/ID15 post-blk (Apr28-Sep),weekday,Flat,Hydro_pump,19.318687871993554,45
DA60/ID15 post-blk (Apr28-Sep),weekday,Flat,Import,0.07744823553557391,1
DA60/ID15 post-blk (Apr28-Sep),weekday,Flat,Nuclear,3.8956462474393674,1
DA60/ID15 post-blk (Apr28-Sep),weekday,Flat,Solar Thermal,0.1742585299550413,1
DA60/ID15 post-blk (Apr28-Sep),weekday,Flat,Wind,23.22750031947397,49
DA60/ID15 post-blk (Apr28-Sep),weekday,Flat,_unmapped_,2.5933541669086924,38
DA60/ID15 post-blk (Apr28-Sep),weekday,Midday,Biomass,0.9034627309862456,156
DA60/ID15 post-blk (Apr28-Sep),weekday,Midday,Cogen,2.845368405510956,585
DA60/ID15 post-blk (Apr28-Sep),weekday,Midday,Hybrid_RES,1.8683722182496143,65
DA60/ID15 post-blk (Apr28-Sep),weekday,Midday,Hydro,1.3068834842120196,63
DA60/ID15 post-blk (Apr28-Sep),weekday,Midday,Hydro_RES,1.326931483609856,484
DA60/ID15 post-blk (Apr28-Sep),weekday,Midday,Solar PV,57.803882798092765,3249
DA60/ID15 post-blk (Apr28-Sep),weekday,Midday,Solar Thermal,0.48484313345164304,21
DA60/ID15 post-blk (Apr28-Sep),weekday,Midday,Wind,29.16412146337369,1389
DA60/ID15 post-blk (Apr28-Sep),weekday,Midday,_unmapped_,4.296134282513223,546
DA60/ID15 post-blk (Apr28-Sep),weekday,Dropped,Biomass,0.7250310939134899,97
DA60/ID15 post-blk (Apr28-Sep),weekday,Dropped,CCGT,5.552188419244666,36
DA60/ID15 post-blk (Apr28-Sep),weekday,Dropped,Cogen,2.534005883165854,368
DA60/ID15 post-blk (Apr28-Sep),weekday,Dropped,Hybrid_RES,1.3081160049750262,39
DA60/ID15 post-blk (Apr28-Sep),weekday,Dropped,Hydro,7.5746747477938134,93
DA60/ID15 post-blk (Apr28-Sep),weekday,Dropped,Hydro_RES,1.389947288413322,318
DA60/ID15 post-blk (Apr28-Sep),weekday,Dropped,Hydro_pump,7.0131087990839625,54
DA60/ID15 post-blk (Apr28-Sep),weekday,Dropped,Import,0.07896866918050265,1
DA60/ID15 post-blk (Apr28-Sep),weekday,Dropped,Nuclear,7.911673543521608,8
DA60/ID15 post-blk (Apr28-Sep),weekday,Dropped,Solar PV,35.54014569719464,1692
DA60/ID15 post-blk (Apr28-Sep),weekday,Dropped,Solar Thermal,0.097723728110872,6
DA60/ID15 post-blk (Apr28-Sep),weekday,Dropped,Wind,27.10007304601899,908
DA60/ID15 post-blk (Apr28-Sep),weekday,Dropped,_unmapped_,3.1743430793832546,289
DA60/ID15 post-blk (Apr28-Sep),weekend,Critical,Biomass,0.7367434615336654,113
DA60/ID15 post-blk (Apr28-Sep),weekend,Critical,CCGT,3.6419931303779824,15
DA60/ID15 post-blk (Apr28-Sep),weekend,Critical,Cogen,2.1263983594245324,287
