regime,hour,tech,share_pct_q_at,n_obs
ISP15-win (Dec24-Mar25),3,Wind,72.0348828322047,21
ISP15-win (Dec24-Mar25),3,_unmapped_,3.212369495100811,24
ISP15-win (Dec24-Mar25),4,CCGT,7.581957425127774,8
ISP15-win (Dec24-Mar25),4,Cogen,0.05493018294139189,1
ISP15-win (Dec24-Mar25),4,Hybrid_RES,0.6249303421593135,3
ISP15-win (Dec24-Mar25),4,Hydro,10.451064371805693,9
ISP15-win (Dec24-Mar25),4,Hydro_RES,0.060502810196315704,2
ISP15-win (Dec24-Mar25),4,Solar PV,0.023882688235387778,1
ISP15-win (Dec24-Mar25),4,Wind,77.9085133822663,23
ISP15-win (Dec24-Mar25),4,_unmapped_,3.2942187972678205,18
ISP15-win (Dec24-Mar25),5,Biomass,0.024335044898157836,1
ISP15-win (Dec24-Mar25),5,CCGT,5.249880352695917,5
ISP15-win (Dec24-Mar25),5,Cogen,0.014601026938894701,1
ISP15-win (Dec24-Mar25),5,Hybrid_RES,0.4291079583708498,3
ISP15-win (Dec24-Mar25),5,Hydro,9.802156084977977,8
ISP15-win (Dec24-Mar25),5,Hydro_RES,0.021901540408342055,1
ISP15-win (Dec24-Mar25),5,Hydro_pump,1.9468035918526267,3
ISP15-win (Dec24-Mar25),5,Import,1.6223363265438557,1
ISP15-win (Dec24-Mar25),5,Wind,78.3629004128846,14
ISP15-win (Dec24-Mar25),5,_unmapped_,2.525977660428783,7
ISP15-win (Dec24-Mar25),6,CCGT,16.347257486696112,5
ISP15-win (Dec24-Mar25),6,Coal,0.17390699453932035,1
ISP15-win (Dec24-Mar25),6,Cogen,0.03217279398977427,2
ISP15-win (Dec24-Mar25),6,Hybrid_RES,0.45041911585683964,2
ISP15-win (Dec24-Mar25),6,Hydro,11.494382804076379,12
ISP15-win (Dec24-Mar25),6,Hydro_RES,0.02782511912629126,1
ISP15-win (Dec24-Mar25),6,Hydro_pump,10.5683280581545,11
ISP15-win (Dec24-Mar25),6,Import,1.7390699453932033,1
ISP15-win (Dec24-Mar25),6,Solar PV,0.11999582623213104,3
ISP15-win (Dec24-Mar25),6,Wind,58.985774407846684,7
ISP15-win (Dec24-Mar25),6,_unmapped_,0.06086744808876212,2
ISP15-win (Dec24-Mar25),7,CCGT,31.272071093173963,8
ISP15-win (Dec24-Mar25),7,Cogen,0.09313516240443943,1
ISP15-win (Dec24-Mar25),7,Hydro,27.13725794559354,11
ISP15-win (Dec24-Mar25),7,Hydro_RES,0.09507547828786526,3
ISP15-win (Dec24-Mar25),7,Hydro_pump,17.183437463619075,7
ISP15-win (Dec24-Mar25),7,Nuclear,15.34789863789825,1
ISP15-win (Dec24-Mar25),7,Solar PV,0.9856804687803175,8
ISP15-win (Dec24-Mar25),7,Wind,7.88544375024254,14
ISP15-win (Dec24-Mar25),8,Biomass,0.06075826312378484,1
ISP15-win (Dec24-Mar25),8,CCGT,10.61851911860013,3
ISP15-win (Dec24-Mar25),8,Cogen,0.09721322099805575,1
ISP15-win (Dec24-Mar25),8,Hydro,31.908214517174343,15
ISP15-win (Dec24-Mar25),8,Hydro_RES,0.37265068049254707,4
ISP15-win (Dec24-Mar25),8,Hydro_pump,34.296014257939085,14
ISP15-win (Dec24-Mar25),8,Nuclear,16.019928710304605,1
ISP15-win (Dec24-Mar25),8,Solar PV,0.7797310434219055,4
ISP15-win (Dec24-Mar25),8,Solar Thermal,0.20252754374594947,1
ISP15-win (Dec24-Mar25),8,Wind,1.4278191834089438,8
ISP15-win (Dec24-Mar25),8,_unmapped_,4.216623460790668,4
ISP15-win (Dec24-Mar25),9,CCGT,19.17372764025032,10
ISP15-win (Dec24-Mar25),9,Hybrid_RES,0.311236639530376,2
ISP15-win (Dec24-Mar25),9,Hydro,24.15794428753392,15
ISP15-win (Dec24-Mar25),9,Hydro_RES,0.05759539236861052,4
ISP15-win (Dec24-Mar25),9,Hydro_pump,12.025253364346234,8
ISP15-win (Dec24-Mar25),9,Solar PV,3.4690147865093874,74
ISP15-win (Dec24-Mar25),9,Wind,40.13512765132635,17
ISP15-win (Dec24-Mar25),9,_unmapped_,0.6701002381347954,10
ISP15-win (Dec24-Mar25),10,Biomass,0.3497126949159367,8
ISP15-win (Dec24-Mar25),10,CCGT,15.51274898335989,11
ISP15-win (Dec24-Mar25),10,Cogen,1.0801980938357387,24
ISP15-win (Dec24-Mar25),10,Hybrid_RES,0.9870180665719529,6
ISP15-win (Dec24-Mar25),10,Hydro,5.996307310030658,11
ISP15-win (Dec24-Mar25),10,Hydro_RES,0.7074779847805958,19
ISP15-win (Dec24-Mar25),10,Hydro_pump,5.49589605250292,8
ISP15-win (Dec24-Mar25),10,Nuclear,4.985131458612539,1
ISP15-win (Dec24-Mar25),10,Solar PV,15.442576370235312,101
ISP15-win (Dec24-Mar25),10,Solar Thermal,0.04889075504581353,1
ISP15-win (Dec24-Mar25),10,Wind,47.21351455506538,62
ISP15-win (Dec24-Mar25),10,_unmapped_,2.180527675043283,25
ISP15-win (Dec24-Mar25),11,Biomass,0.5465627964111892,13
ISP15-win (Dec24-Mar25),11,CCGT,6.222108192999642,6
ISP15-win (Dec24-Mar25),11,Coal,0.41206014523176443,1
ISP15-win (Dec24-Mar25),11,Cogen,1.4709769712801852,26
