regime,hour_class,tech,share_pct_q_at,share_pct_q_marg,share_pct_cells,n_obs
DA60/ID15 pre-blk (Mar19-Apr27),Flat,_unmapped_,2.31043677470237,1.482980049312248,18.51851851851852,20
DA60/ID15 pre-blk (Mar19-Apr27),Midday,Biomass,1.4289046591586645,1.3588044300137876,3.460479748328746,264
DA60/ID15 pre-blk (Mar19-Apr27),Midday,Cogen,3.740929879953682,3.799733654970683,10.512518023332023,802
DA60/ID15 pre-blk (Mar19-Apr27),Midday,Hybrid_RES,1.6059929140895848,1.6883344540057712,0.9306593262550794,71
DA60/ID15 pre-blk (Mar19-Apr27),Midday,Hydro,5.249750374586883,7.725706481498438,1.127277493773758,86
DA60/ID15 pre-blk (Mar19-Apr27),Midday,Hydro_RES,1.7389876216737932,1.7711421178354363,9.9750950321143,761
DA60/ID15 pre-blk (Mar19-Apr27),Midday,Nuclear,4.18858947062751,3.2398334951113386,0.11797090051120723,9
DA60/ID15 pre-blk (Mar19-Apr27),Midday,Other,0.0014281310881525816,0.002093084709754559,0.05243151133831433,4
DA60/ID15 pre-blk (Mar19-Apr27),Midday,Solar PV,36.42436439240758,39.01758452791782,37.8817669419321,2890
DA60/ID15 pre-blk (Mar19-Apr27),Midday,Solar Thermal,1.3082870876717771,2.014724850933123,0.7209332809018221,55
DA60/ID15 pre-blk (Mar19-Apr27),Midday,Wind,39.51370946339165,34.05396495652924,26.60899200419452,2030
DA60/ID15 pre-blk (Mar19-Apr27),Midday,_unmapped_,4.799056005350732,5.328077946474591,8.611875737318128,657
DA60/ID15 pre-blk (Mar19-Apr27),Dropped,Biomass,0.8648548245555842,0.7374940581047451,2.915798869384112,98
DA60/ID15 pre-blk (Mar19-Apr27),Dropped,Cogen,2.11465818048798,2.318912004026508,8.628384409401963,290
DA60/ID15 pre-blk (Mar19-Apr27),Dropped,Hybrid_RES,1.119591814299767,1.2519922825266336,1.219875037191312,41
