firm,unit_code,tech_group,date,hour,hour_class,d_max,d_mean,d_max_w,d_mean_w,p_clear,p_clear_std
GE,SBEU,Hydro,2025-03-19,21,critical,1127.76,563.88,762.1751785845336,381.0875892922668,48.523333333333326,7.58383807844023
GE,SBEU,Hydro,2025-03-19,22,critical,0.0,0.0,0.0,0.0,28.874,11.44911275414575
GE,SBEU,Hydro,2025-03-19,23,other,0.0,0.0,0.0,0.0,15.35777777777778,3.240060870484447
GN,SBO3,CCGT,2025-03-19,0,other,0.0,0.0,0.0,0.0,43.37166666666667,12.772555604367774
GN,SBO3,CCGT,2025-03-19,9,other,0.0,0.0,0.0,0.0,7.821666666666666,4.3091828304989175
IB,ALZ1,Nuclear,2025-03-19,3,flat,0.0,0.0,0.0,0.0,20.325000000000003,2.0737285261094334
IB,ALZ1,Nuclear,2025-03-19,4,other,0.0,0.0,0.0,0.0,19.235,0.2793345266482072
IB,ALZ1,Nuclear,2025-03-19,5,critical,0.0,0.0,0.0,0.0,16.89833333333333,3.338630956944278
IB,ALZ1,Nuclear,2025-03-19,6,critical,0.0,0.0,0.0,0.0,16.843999999999998,6.646372778524474
IB,ALZ1,Nuclear,2025-03-19,7,critical,0.0,0.0,0.0,0.0,42.47833333333333,35.29415272628975
IB,ALZ1,Nuclear,2025-03-19,8,critical,1.0500000000000005,0.5250000000000002,1.0406556316800006,0.5203278158400003,33.373999999999995,28.57064740836884
IB,ALZ1,Nuclear,2025-03-19,9,other,0.0,0.0,0.0,0.0,7.821666666666666,4.3091828304989175
IB,ALZ1,Nuclear,2025-03-19,10,other,0.0,0.0,0.0,0.0,2.2880000000000003,4.418244498038157
IB,ALZ1,Nuclear,2025-03-19,11,midday,3.33,1.665,3.3294268404,1.6647134202,-0.75,3.1035141372321795
IB,ALZ1,Nuclear,2025-03-19,12,midday,0.3999999999999999,0.19999999999999996,0.39887081899802757,0.19943540949901375,-3.5930769230769233,2.1612279866447244
IB,ALZ1,Nuclear,2025-03-19,13,midday,0.0,0.0,0.0,0.0,-4.180000000000001,1.3159027319676786
IB,ALZ1,Nuclear,2025-03-19,14,midday,0.0,0.0,0.0,0.0,-4.930000000000001,2.190417442276374
IB,ALZ1,Nuclear,2025-03-19,15,other,0.0,0.0,0.0,0.0,-1.5677777777777777,1.7330376350340593
IB,ALZ1,Nuclear,2025-03-19,16,critical,0.0,0.0,0.0,0.0,-1.9766666666666666,1.7848155833773602
IB,ALZ1,Nuclear,2025-03-19,17,critical,8.25,4.125,8.208193628148148,4.104096814074074,-2.335555555555556,3.2172313839352276
IB,ALZ1,Nuclear,2025-03-19,18,critical,2.1999999999999993,1.0999999999999996,1.7830928743466654,0.8915464371733327,6.6419999999999995,7.436065780082522
IB,ALZ1,Nuclear,2025-03-19,19,critical,8.25,4.3999999999999995,8.24166013,4.395552069333332,33.85,9.742643378467674
IB,ALZ1,Nuclear,2025-03-19,20,critical,4.4,2.475,4.3705043751111115,2.458408711,53.983333333333334,10.650008495413555
IB,ALZ1,Nuclear,2025-03-19,21,critical,8.25,4.766666666666667,7.682836663333333,4.43897229437037,48.523333333333326,7.58383807844023
IB,ALZ1,Nuclear,2025-03-19,22,critical,0.5500000000000005,0.27500000000000024,0.5490827123466672,0.2745413561733336,28.874,11.44911275414575
IB,ALZ1,Nuclear,2025-03-19,23,other,8.25,5.5,8.22824554037037,5.48549702691358,15.35777777777778,3.240060870484447
IB,ALZ2,Nuclear,2025-03-19,3,flat,0.0,0.0,0.0,0.0,20.325000000000003,2.0737285261094334
IB,ALZ2,Nuclear,2025-03-19,4,other,0.0,0.0,0.0,0.0,19.235,0.2793345266482072
IB,ALZ2,Nuclear,2025-03-19,5,critical,0.0,0.0,0.0,0.0,16.89833333333333,3.338630956944278
IB,ALZ2,Nuclear,2025-03-19,6,critical,0.0,0.0,0.0,0.0,16.843999999999998,6.646372778524474
IB,ALZ2,Nuclear,2025-03-19,7,critical,0.0,0.0,0.0,0.0,42.47833333333333,35.29415272628975
IB,ALZ2,Nuclear,2025-03-19,8,critical,1.0500000000000005,0.5250000000000002,1.0406556316800006,0.5203278158400003,33.373999999999995,28.57064740836884
IB,ALZ2,Nuclear,2025-03-19,9,other,0.0,0.0,0.0,0.0,7.821666666666666,4.3091828304989175
IB,ALZ2,Nuclear,2025-03-19,10,other,0.0,0.0,0.0,0.0,2.2880000000000003,4.418244498038157
IB,ALZ2,Nuclear,2025-03-19,11,midday,3.33,1.665,3.3294268404,1.6647134202,-0.75,3.1035141372321795
IB,ALZ2,Nuclear,2025-03-19,12,midday,0.3999999999999999,0.19999999999999996,0.39887081899802757,0.19943540949901375,-3.5930769230769233,2.1612279866447244
IB,ALZ2,Nuclear,2025-03-19,13,midday,0.0,0.0,0.0,0.0,-4.180000000000001,1.3159027319676786
IB,ALZ2,Nuclear,2025-03-19,14,midday,0.0,0.0,0.0,0.0,-4.930000000000001,2.190417442276374
IB,ALZ2,Nuclear,2025-03-19,15,other,0.0,0.0,0.0,0.0,-1.5677777777777777,1.7330376350340593
IB,ALZ2,Nuclear,2025-03-19,16,critical,0.0,0.0,0.0,0.0,-1.9766666666666666,1.7848155833773602
IB,ALZ2,Nuclear,2025-03-19,17,critical,8.25,4.125,8.208193628148148,4.104096814074074,-2.335555555555556,3.2172313839352276
IB,ALZ2,Nuclear,2025-03-19,18,critical,2.1999999999999993,1.0999999999999996,1.7830928743466654,0.8915464371733327,6.6419999999999995,7.436065780082522
IB,ALZ2,Nuclear,2025-03-19,19,critical,8.25,4.3999999999999995,8.24166013,4.395552069333332,33.85,9.742643378467674
IB,ALZ2,Nuclear,2025-03-19,20,critical,4.95,2.75,4.916817422,2.7315652344444445,53.983333333333334,10.650008495413555
IB,ALZ2,Nuclear,2025-03-19,21,critical,8.25,4.766666666666667,7.682836663333333,4.43897229437037,48.523333333333326,7.58383807844023
IB,ALZ2,Nuclear,2025-03-19,22,critical,0.0,0.0,0.0,0.0,28.874,11.44911275414575
IB,ALZ2,Nuclear,2025-03-19,23,other,8.25,5.5,8.22824554037037,5.48549702691358,15.35777777777778,3.240060870484447
GE,ASC1,Nuclear,2025-03-19,3,flat,0.0,0.0,0.0,0.0,20.325000000000003,2.0737285261094334
GE,ASC1,Nuclear,2025-03-19,4,other,0.0,0.0,0.0,0.0,19.235,0.2793345266482072
GE,ASC1,Nuclear,2025-03-19,5,critical,0.0,0.0,0.0,0.0,16.89833333333333,3.338630956944278
GE,ASC1,Nuclear,2025-03-19,8,critical,0.0,0.0,0.0,0.0,33.373999999999995,28.57064740836884
GE,ASC1,Nuclear,2025-03-19,9,other,0.0,0.0,0.0,0.0,7.821666666666666,4.3091828304989175
GE,ASC1,Nuclear,2025-03-19,10,other,0.0,0.0,0.0,0.0,2.2880000000000003,4.418244498038157
GE,ASC1,Nuclear,2025-03-19,11,midday,0.0,0.0,0.0,0.0,-0.75,3.1035141372321795
GE,ASC1,Nuclear,2025-03-19,12,midday,0.0,0.0,0.0,0.0,-3.5930769230769233,2.1612279866447244
GE,ASC1,Nuclear,2025-03-19,13,midday,0.0,0.0,0.0,0.0,-4.180000000000001,1.3159027319676786
GE,ASC1,Nuclear,2025-03-19,14,midday,0.0,0.0,0.0,0.0,-4.930000000000001,2.190417442276374
GE,ASC1,Nuclear,2025-03-19,15,other,0.0,0.0,0.0,0.0,-1.5677777777777777,1.7330376350340593
GE,ASC1,Nuclear,2025-03-19,16,critical,0.0,0.0,0.0,0.0,-1.9766666666666666,1.7848155833773602
GE,ASC1,Nuclear,2025-03-19,17,critical,0.0,0.0,0.0,0.0,-2.335555555555556,3.2172313839352276
GE,ASC1,Nuclear,2025-03-19,18,critical,0.0,0.0,0.0,0.0,6.6419999999999995,7.436065780082522
GE,ASC1,Nuclear,2025-03-19,22,critical,0.0,0.0,0.0,0.0,28.874,11.44911275414575
GE,ASC1,Nuclear,2025-03-19,23,other,0.0,0.0,0.0,0.0,15.35777777777778,3.240060870484447
IB,SIL,Hydro,2025-03-19,2,flat,0.0,0.0,0.0,0.0,24.113000000000007,3.7612942512444385
IB,SIL,Hydro,2025-03-19,3,flat,0.0,0.0,0.0,0.0,20.325000000000003,2.0737285261094334
IB,SIL,Hydro,2025-03-19,4,other,0.0,0.0,0.0,0.0,19.235,0.2793345266482072
IB,SIL,Hydro,2025-03-19,5,critical,0.0,0.0,0.0,0.0,16.89833333333333,3.338630956944278
IB,SIL,Hydro,2025-03-19,6,critical,0.0,0.0,0.0,0.0,16.843999999999998,6.646372778524474
IB,SIL,Hydro,2025-03-19,0,other,0.0,0.0,0.0,0.0,43.37166666666667,12.772555604367774
IB,SIL,Hydro,2025-03-19,1,flat,0.0,0.0,0.0,0.0,29.736666666666668,9.612447485768996
IB,SIL,Hydro,2025-03-19,19,critical,0.0,0.0,0.0,0.0,33.85,9.742643378467674
IB,SIL,Hydro,2025-03-19,20,critical,0.0,0.0,0.0,0.0,53.983333333333334,10.650008495413555
IB,SIL,Hydro,2025-03-19,21,critical,0.0,0.0,0.0,0.0,48.523333333333326,7.58383807844023
GE,SLTG,Hydro_pump,2025-03-19,9,other,0.0,0.0,0.0,0.0,7.821666666666666,4.3091828304989175
GE,SLTG,Hydro_pump,2025-03-19,18,critical,0.0,0.0,0.0,0.0,6.6419999999999995,7.436065780082522
GE,SLTG,Hydro_pump,2025-03-19,22,critical,0.0,0.0,0.0,0.0,28.874,11.44911275414575
GE,SLTG,Hydro_pump,2025-03-19,23,other,0.0,0.0,0.0,0.0,15.35777777777778,3.240060870484447
HC,SRI5R,CCGT,2025-03-19,0,other,0.0,0.0,0.0,0.0,43.37166666666667,12.772555604367774
HC,SRI5R,CCGT,2025-03-19,1,flat,3777.84,2150.3160000000003,1986.130990412963,1130.4897101997017,29.736666666666668,9.612447485768996
HC,SRI5R,CCGT,2025-03-19,2,flat,0.0,0.0,0.0,0.0,24.113000000000007,3.7612942512444385
HC,SRI5R,CCGT,2025-03-19,3,flat,0.0,0.0,0.0,0.0,20.325000000000003,2.0737285261094334
HC,SRI5R,CCGT,2025-03-19,4,other,0.0,0.0,0.0,0.0,19.235,0.2793345266482072
HC,SRI5R,CCGT,2025-03-19,5,critical,0.0,0.0,0.0,0.0,16.89833333333333,3.338630956944278
HC,SRI5R,CCGT,2025-03-19,6,critical,0.0,0.0,0.0,0.0,16.843999999999998,6.646372778524474
HC,SRI5R,CCGT,2025-03-19,7,critical,0.0,0.0,0.0,0.0,42.47833333333333,35.29415272628975
HC,SRI5R,CCGT,2025-03-19,8,critical,4075.17,2037.585,2172.221707864807,1086.1108539324034,33.373999999999995,28.57064740836884
HC,SRI5R,CCGT,2025-03-19,9,other,0.0,0.0,0.0,0.0,7.821666666666666,4.3091828304989175
HC,SRI5R,CCGT,2025-03-19,10,other,1982.5,991.25,848.0790760002219,424.03953800011095,2.2880000000000003,4.418244498038157
HC,SRI5R,CCGT,2025-03-19,11,midday,0.0,0.0,0.0,0.0,-0.75,3.1035141372321795
HC,SRI5R,CCGT,2025-03-19,12,midday,0.0,0.0,0.0,0.0,-3.5930769230769233,2.1612279866447244
HC,SRI5R,CCGT,2025-03-19,13,midday,0.0,0.0,0.0,0.0,-4.180000000000001,1.3159027319676786
HC,SRI5R,CCGT,2025-03-19,14,midday,0.0,0.0,0.0,0.0,-4.930000000000001,2.190417442276374
HC,SRI5R,CCGT,2025-03-19,15,other,0.0,0.0,0.0,0.0,-1.5677777777777777,1.7330376350340593
HC,SRI5R,CCGT,2025-03-19,16,critical,0.0,0.0,0.0,0.0,-1.9766666666666666,1.7848155833773602
HC,SRI5R,CCGT,2025-03-19,17,critical,5111.7,2555.85,2126.827063480147,1063.4135317400735,-2.335555555555556,3.2172313839352276
HC,SRI5R,CCGT,2025-03-19,18,critical,1656.2,828.1,685.3544792291809,342.67723961459046,6.6419999999999995,7.436065780082522
HC,SRI5R,CCGT,2025-03-19,19,critical,0.0,0.0,0.0,0.0,33.85,9.742643378467674
HC,SRI5R,CCGT,2025-03-19,20,critical,0.0,0.0,0.0,0.0,53.983333333333334,10.650008495413555
HC,SRI5R,CCGT,2025-03-19,21,critical,0.0,0.0,0.0,0.0,48.523333333333326,7.58383807844023
HC,SRI5R,CCGT,2025-03-19,22,critical,2342.82,1561.88,1061.8380512722943,707.8920341815295,28.874,11.44911275414575
HC,SRI5R,CCGT,2025-03-19,23,other,0.0,0.0,0.0,0.0,15.35777777777778,3.240060870484447
IB,TAJO,Hydro,2025-03-19,11,midday,300.0,155.33333333333334,299.3825,155.01360555555553,-0.75,3.1035141372321795
IB,TAJO,Hydro,2025-03-19,12,midday,223.49999999999994,111.74999999999996,223.20693334591712,111.60346667295856,-3.5930769230769233,2.1612279866447244
IB,TAJO,Hydro,2025-03-19,13,midday,0.0,0.0,0.0,0.0,-4.180000000000001,1.3159027319676786
IB,TAJO,Hydro,2025-03-19,14,midday,0.0,0.0,0.0,0.0,-4.930000000000001,2.190417442276374
IB,TAJO,Hydro,2025-03-19,15,other,0.0,0.0,0.0,0.0,-1.5677777777777777,1.7330376350340593
IB,TAJO,Hydro,2025-03-19,16,critical,30.0,15.0,29.971713466666664,14.98585673333333,-1.9766666666666666,1.7848155833773602
IB,TAMEGA,Hydro,2025-03-19,1,flat,37.60000000000002,25.06666666666668,37.60000000000002,25.06666666666668,29.736666666666668,9.612447485768996
IB,TAMEGA,Hydro,2025-03-19,7,critical,0.0,0.0,0.0,0.0,42.47833333333333,35.29415272628975
GN,BES4,CCGT,2025-03-19,0,other,0.0,0.0,0.0,0.0,43.37166666666667,12.772555604367774
GN,BES4,CCGT,2025-03-19,1,flat,0.0,0.0,0.0,0.0,29.736666666666668,9.612447485768996
GN,BES4,CCGT,2025-03-19,2,flat,0.0,0.0,0.0,0.0,24.113000000000007,3.7612942512444385
GN,BES4,CCGT,2025-03-19,3,flat,0.0,0.0,0.0,0.0,20.325000000000003,2.0737285261094334
GN,BES4,CCGT,2025-03-19,4,other,0.0,0.0,0.0,0.0,19.235,0.2793345266482072
GN,BES4,CCGT,2025-03-19,5,critical,0.0,0.0,0.0,0.0,16.89833333333333,3.338630956944278
GN,BES4,CCGT,2025-03-19,6,critical,0.0,0.0,0.0,0.0,16.843999999999998,6.646372778524474
GN,BES4,CCGT,2025-03-19,7,critical,1493.9099999999999,879.1916666666666,983.8784428120093,579.3950829892943,42.47833333333333,35.29415272628975
GN,BES4,CCGT,2025-03-19,8,critical,4893.425,3262.2833333333333,3087.548279749173,2058.365519832782,33.373999999999995,28.57064740836884
GN,BES4,CCGT,2025-03-19,9,other,0.0,0.0,0.0,0.0,7.821666666666666,4.3091828304989175
GN,BES4,CCGT,2025-03-19,10,other,0.0,0.0,0.0,0.0,2.2880000000000003,4.418244498038157
GN,BES4,CCGT,2025-03-19,11,midday,0.0,0.0,0.0,0.0,-0.75,3.1035141372321795
GN,BES4,CCGT,2025-03-19,12,midday,0.0,0.0,0.0,0.0,-3.5930769230769233,2.1612279866447244
GN,BES4,CCGT,2025-03-19,13,midday,0.0,0.0,0.0,0.0,-4.180000000000001,1.3159027319676786
GN,BES4,CCGT,2025-03-19,14,midday,0.0,0.0,0.0,0.0,-4.930000000000001,2.190417442276374
GN,BES4,CCGT,2025-03-19,15,other,0.0,0.0,0.0,0.0,-1.5677777777777777,1.7330376350340593
GN,BES4,CCGT,2025-03-19,16,critical,0.0,0.0,0.0,0.0,-1.9766666666666666,1.7848155833773602
GN,BES4,CCGT,2025-03-19,17,critical,0.0,0.0,0.0,0.0,-2.335555555555556,3.2172313839352276
GN,BES4,CCGT,2025-03-19,18,critical,0.0,0.0,0.0,0.0,6.6419999999999995,7.436065780082522
GN,BES4,CCGT,2025-03-19,19,critical,0.0,0.0,0.0,0.0,33.85,9.742643378467674
GE,TEES,Hydro,2025-03-19,0,other,0.0,0.0,0.0,0.0,43.37166666666667,12.772555604367774
GE,TEES,Hydro,2025-03-19,1,flat,0.0,0.0,0.0,0.0,29.736666666666668,9.612447485768996
GE,TEES,Hydro,2025-03-19,2,flat,0.0,0.0,0.0,0.0,24.113000000000007,3.7612942512444385
GE,TEES,Hydro,2025-03-19,3,flat,0.0,0.0,0.0,0.0,20.325000000000003,2.0737285261094334
GE,TEES,Hydro,2025-03-19,4,other,0.0,0.0,0.0,0.0,19.235,0.2793345266482072
GE,TEES,Hydro,2025-03-19,5,critical,0.0,0.0,0.0,0.0,16.89833333333333,3.338630956944278
GE,TEES,Hydro,2025-03-19,8,critical,0.0,0.0,0.0,0.0,33.373999999999995,28.57064740836884
GE,TEES,Hydro,2025-03-19,9,other,0.0,0.0,0.0,0.0,7.821666666666666,4.3091828304989175
GE,TEES,Hydro,2025-03-19,10,other,0.0,0.0,0.0,0.0,2.2880000000000003,4.418244498038157
GE,TEES,Hydro,2025-03-19,11,midday,0.0,0.0,0.0,0.0,-0.75,3.1035141372321795
GE,TEES,Hydro,2025-03-19,12,midday,0.0,0.0,0.0,0.0,-3.5930769230769233,2.1612279866447244
GE,TEES,Hydro,2025-03-19,13,midday,0.0,0.0,0.0,0.0,-4.180000000000001,1.3159027319676786
GE,TEES,Hydro,2025-03-19,14,midday,0.0,0.0,0.0,0.0,-4.930000000000001,2.190417442276374
GE,TEES,Hydro,2025-03-19,15,other,0.0,0.0,0.0,0.0,-1.5677777777777777,1.7330376350340593
GE,TEES,Hydro,2025-03-19,17,critical,1.9,1.2666666666666666,1.9,1.2666666666666666,-2.335555555555556,3.2172313839352276
GE,TEES,Hydro,2025-03-19,18,critical,0.2999999999999998,0.1499999999999999,0.2999999999999998,0.1499999999999999,6.6419999999999995,7.436065780082522
GE,TEES,Hydro,2025-03-19,19,critical,0.0,0.0,0.0,0.0,33.85,9.742643378467674
GE,TEES,Hydro,2025-03-19,20,critical,0.0,0.0,0.0,0.0,53.983333333333334,10.650008495413555
GE,TEES,Hydro,2025-03-19,21,critical,0.0,0.0,0.0,0.0,48.523333333333326,7.58383807844023
GE,TEES,Hydro,2025-03-19,22,critical,0.0,0.0,0.0,0.0,28.874,11.44911275414575
GE,TEES,Hydro,2025-03-19,23,other,0.0,0.0,0.0,0.0,15.35777777777778,3.240060870484447
GN,UFBG,Hydro_pump,2025-03-19,0,other,0.0,0.0,0.0,0.0,43.37166666666667,12.772555604367774
GN,UFBG,Hydro_pump,2025-03-19,1,flat,0.0,0.0,0.0,0.0,29.736666666666668,9.612447485768996
GN,UFBG,Hydro_pump,2025-03-19,2,flat,0.0,0.0,0.0,0.0,24.113000000000007,3.7612942512444385
GN,UFBG,Hydro_pump,2025-03-19,3,flat,0.0,0.0,0.0,0.0,20.325000000000003,2.0737285261094334
GN,UFBG,Hydro_pump,2025-03-19,4,other,0.0,0.0,0.0,0.0,19.235,0.2793345266482072
GN,UFBG,Hydro_pump,2025-03-19,5,critical,0.0,0.0,0.0,0.0,16.89833333333333,3.338630956944278
GN,UFBG,Hydro_pump,2025-03-19,6,critical,0.0,0.0,0.0,0.0,16.843999999999998,6.646372778524474
