month,indicator_id,value
2026-02-01,10461,0.1178933966242655
2026-02-01,10462,0.7048454242838669
2026-03-01,10456,0.7851822999011993
2026-03-01,10457,0.2720670429773991
2026-03-01,10458,0.7812702074131738
2026-03-01,10459,0.014654513418735153
2026-03-01,10460,1.5664525073143731
2026-03-01,10461,0.2867215563961343
2026-03-01,10462,1.8531740637105074
2026-04-01,10456,1.5819775118052721
2026-04-01,10457,0.47601796710263394
2026-04-01,10458,1.3315447977353998
2026-04-01,10459,0.02277602186132683
2026-04-01,10460,2.913522309540672
2026-04-01,10461,0.49879398896396077
2026-04-01,10462,3.4123162985046327
