month,firm,bilateral_abs_mwh,auction_sell_mwh,bilateral_TWh,auction_TWh,total_TWh,bilat_share
2021-07-01,IB,4019143.9999999898,1129966.5,4.01914399999999,1.1299665,5.14911049999999,0.7805511262576318
2021-08-01,GE,1005336.3999999997,601468.3999999997,1.0053363999999996,0.6014683999999997,1.6068047999999993,0.6256742573833487
2021-08-01,GN,621720.0,437997.50000000023,0.62172,0.4379975000000002,1.0597175000000003,0.5866846588831456
2021-08-01,HC,0.0,705016.5999999994,0.0,0.7050165999999994,0.7050165999999994,0.0
2021-08-01,IB,3757273.399999975,1183881.0999999994,3.757273399999975,1.1838810999999994,4.941154499999975,0.7604039501294676
2021-09-01,GE,939343.0999999999,792280.8000000003,0.9393430999999999,0.7922808000000002,1.7316239000000002,0.5424636954941542
2021-09-01,GN,603480.0,772516.000000002,0.60348,0.772516000000002,1.375996000000002,0.4385768563280701
2021-09-01,HC,0.0,1303789.2000000044,0.0,1.3037892000000044,1.3037892000000044,0.0
2021-09-01,IB,3312897.1999999946,1525047.400000001,3.3128971999999948,1.5250474000000012,4.837944599999996,0.6847736950108932
2021-10-01,GE,611238.6999999984,583214.7999999998,0.6112386999999985,0.5832147999999998,1.1944534999999983,0.5117308459475395
2021-10-01,GN,626967.6000000003,531460.9000000006,0.6269676000000003,0.5314609000000006,1.1584285000000007,0.5412225268974303
2021-10-01,HC,1930.0,1078967.600000003,0.00193,1.0789676000000028,1.0808976000000028,0.0017855530440626338
2021-10-01,IB,3400731.0000000075,1155544.800000001,3.4007310000000075,1.155544800000001,4.556275800000009,0.7463839217107975
2021-11-01,GE,214304.90000000002,891741.399999999,0.21430490000000002,0.891741399999999,1.1060462999999991,0.19375762117734147
2021-11-01,GN,607192.7999999998,966220.2999999975,0.6071927999999999,0.9662202999999975,1.5734130999999973,0.3859080619069467
2021-11-01,HC,51656.80000000002,1212294.7000000048,0.05165680000000002,1.2122947000000048,1.2639515000000048,0.04086928968397903
2021-11-01,IB,2577735.199999993,1625923.0000000044,2.577735199999993,1.6259230000000044,4.203658199999998,0.6132123682177572
2021-12-01,GE,1142854.5999999973,1103338.0999999999,1.1428545999999973,1.1033380999999998,2.2461926999999973,0.5087963290059658
2021-12-01,GN,647735.3,920455.9999999965,0.6477353,0.9204559999999965,1.5681912999999965,0.41304609966909106
2021-12-01,HC,292701.0,1044431.4000000034,0.292701,1.0444314000000035,1.3371324000000033,0.21890203243897108
2021-12-01,IB,2607456.6999999927,1271592.5000000058,2.6074566999999926,1.271592500000006,3.8790491999999985,0.6721896437920905
2022-01-01,GE,1189236.199999999,900395.6000000003,1.189236199999999,0.9003956000000003,2.0896317999999994,0.5691127977665728
2022-01-01,GN,669012.1000000001,1216892.2999999966,0.6690121000000001,1.2168922999999965,1.8859043999999967,0.35474337935687583
2022-01-01,HC,559769.0,900111.5000000008,0.559769,0.9001115000000008,1.4598805000000008,0.3834348085339859
2022-01-01,IB,3449289.4000000125,1484164.0000000007,3.4492894000000125,1.4841640000000007,4.933453400000014,0.6991632676615539
2022-02-01,GE,868425.9000000033,683229.8000000002,0.8684259000000033,0.6832298000000001,1.5516557000000035,0.5596769309067735
2022-02-01,GN,613208.0000000006,566801.6000000004,0.6132080000000005,0.5668016000000005,1.1800096000000009,0.5196635688387621
2022-02-01,HC,412561.0,863818.9000000018,0.412561,0.8638189000000017,1.2763799000000018,0.3232274340891763
2022-02-01,IB,3167301.6000000034,1050934.4000000022,3.167301600000003,1.0509344000000023,4.218236000000005,0.7508592691352497
2022-03-01,GE,976518.8000000037,728126.9000000011,0.9765188000000037,0.728126900000001,1.7046457000000048,0.57285733921131
2022-03-01,GN,696177.4999999987,509164.4999999995,0.6961774999999987,0.5091644999999995,1.2053419999999981,0.5775767375566435
2022-03-01,HC,530603.0,801410.100000001,0.530603,0.801410100000001,1.332013100000001,0.3983466829267667
2022-03-01,IB,3140953.3000000007,1073231.3000000017,3.140953300000001,1.0732313000000018,4.214184600000003,0.7453288353813449
2022-04-01,GE,1178036.8999999994,596769.9000000008,1.1780368999999995,0.5967699000000009,1.7748068000000004,0.6637550070238627
2022-04-01,GN,732364.9000000005,376085.5999999999,0.7323649000000005,0.3760855999999999,1.1084505000000004,0.6607105143621661
2022-04-01,HC,280250.0,418374.699999999,0.28025,0.41837469999999904,0.698624699999999,0.4011452787168853
2022-04-01,IB,3102759.20000001,818642.8000000005,3.10275920000001,0.8186428000000006,3.9214020000000107,0.7912372156692942
2022-05-01,GE,1337095.4999999988,936951.7999999991,1.3370954999999989,0.9369517999999991,2.274047299999998,0.587980513861783
2022-05-01,GN,765929.7,337422.4000000003,0.7659296999999999,0.3374224000000003,1.1033521000000002,0.6941842952943125
2022-05-01,HC,64930.09999999995,382854.59999999887,0.06493009999999995,0.3828545999999989,0.4477846999999988,0.14500294449542409
2022-05-01,IB,2833239.3000000035,499378.8000000006,2.8332393000000033,0.4993788000000006,3.332618100000004,0.8501542075883223
2022-06-01,GE,989019.7000000023,1537285.0000000014,0.9890197000000023,1.5372850000000013,2.5263047000000034,0.391488683055532
2022-06-01,GN,741745.6999999997,1177368.3999999985,0.7417456999999997,1.1773683999999984,1.919114099999998,0.38650422087983227
2022-06-01,HC,32611.099999999962,1130575.8000000045,0.03261109999999996,1.1305758000000046,1.1631869000000046,0.028035993183898336
2022-06-01,IB,3020632.5000000047,1205545.3000000014,3.0206325000000045,1.2055453000000014,4.226177800000006,0.7147433550949988
2022-07-01,GE,923157.300000001,1815239.7999999993,0.923157300000001,1.8152397999999994,2.7383971000000003,0.33711593544997576
2022-07-01,GN,768485.2999999998,1968513.200000003,0.7684852999999998,1.968513200000003,2.736998500000003,0.2807766610029194
2022-07-01,HC,18349.6,1809144.000000005,0.018349599999999997,1.809144000000005,1.827493600000005,0.010040855957033145
2022-07-01,IB,3800700.399999965,990439.6999999993,3.800700399999965,0.9904396999999993,4.791140099999964,0.7932768236103122
2022-08-01,GE,949670.0000000034,2262838.1999999965,0.9496700000000033,2.2628381999999965,3.2125082,0.2956163660531679
