tech,firm,reform,PC,hour_class,coef,n_rows
CCGT,GN,MTU15-IDA,PC5,Critical,-0.16101952780063636,7737
CCGT,GN,MTU15-IDA,PC5,Flat,-0.16101952780063591,7737
CCGT,GN,MTU15-IDA,PC5,Midday,-0.16101952780063614,7737
CCGT,HC,MTU15-IDA,PC1,Critical,14.092828220171725,7709
CCGT,HC,MTU15-IDA,PC1,Flat,95.9459579842173,7709
CCGT,HC,MTU15-IDA,PC1,Midday,14.092828220171588,7709
CCGT,HC,MTU15-IDA,PC2,Critical,-16.71548888992817,7709
CCGT,HC,MTU15-IDA,PC2,Flat,-27.794912772458375,7709
CCGT,HC,MTU15-IDA,PC2,Midday,-16.71548888992812,7709
CCGT,HC,MTU15-IDA,PC3,Critical,2.1523296250016544,7709
CCGT,HC,MTU15-IDA,PC3,Flat,5.097763260808847,7709
CCGT,HC,MTU15-IDA,PC3,Midday,2.1523296250016504,7709
CCGT,HC,MTU15-IDA,PC4,Critical,-2.667938587052571,7709
CCGT,HC,MTU15-IDA,PC4,Flat,0.8454126573113223,7709
CCGT,HC,MTU15-IDA,PC4,Midday,-2.6679385870525745,7709
CCGT,HC,MTU15-IDA,PC5,Critical,3.014629383598413,7709
CCGT,HC,MTU15-IDA,PC5,Flat,3.538461074839188,7709
CCGT,HC,MTU15-IDA,PC5,Midday,3.0146293835984124,7709
CCGT,IB,MTU15-IDA,PC1,Critical,-24.070122061209297,6761
CCGT,IB,MTU15-IDA,PC1,Flat,44.636425500243924,6761
CCGT,IB,MTU15-IDA,PC1,Midday,-24.070122061209368,6761
CCGT,IB,MTU15-IDA,PC2,Critical,-10.849405192716185,6761
CCGT,IB,MTU15-IDA,PC2,Flat,-14.864423553606564,6761
CCGT,IB,MTU15-IDA,PC2,Midday,-10.849405192716185,6761
CCGT,IB,MTU15-IDA,PC3,Critical,3.3292618463036927,6761
CCGT,IB,MTU15-IDA,PC3,Flat,2.6250751645205446,6761
CCGT,IB,MTU15-IDA,PC3,Midday,3.329261846303694,6761
CCGT,IB,MTU15-IDA,PC4,Critical,1.0315348210613766,6761
CCGT,IB,MTU15-IDA,PC4,Flat,0.019957211667457786,6761
CCGT,IB,MTU15-IDA,PC4,Midday,1.031534821061377,6761
CCGT,IB,MTU15-IDA,PC5,Critical,-0.7011389434260514,6761
CCGT,IB,MTU15-IDA,PC5,Flat,-1.447678369189779,6761
CCGT,IB,MTU15-IDA,PC5,Midday,-0.7011389434260509,6761
CCGT,OTH,MTU15-IDA,PC1,Critical,247.2849596013238,6180
CCGT,OTH,MTU15-IDA,PC1,Flat,247.28495960132375,6180
CCGT,OTH,MTU15-IDA,PC1,Midday,247.284959601324,6180
CCGT,OTH,MTU15-IDA,PC2,Critical,43.46135844078189,6180
CCGT,OTH,MTU15-IDA,PC2,Flat,43.46135844078191,6180
CCGT,OTH,MTU15-IDA,PC2,Midday,43.46135844078194,6180
CCGT,OTH,MTU15-IDA,PC3,Critical,-3.868047617462667,6180
CCGT,OTH,MTU15-IDA,PC3,Flat,-3.8680476174626692,6180
CCGT,OTH,MTU15-IDA,PC3,Midday,-3.8680476174626746,6180
CCGT,OTH,MTU15-IDA,PC4,Critical,-3.4614359370165015,6180
CCGT,OTH,MTU15-IDA,PC4,Flat,-3.4614359370165007,6180
CCGT,OTH,MTU15-IDA,PC4,Midday,-3.4614359370165024,6180
CCGT,OTH,MTU15-IDA,PC5,Critical,9.309463482323725,6180
CCGT,OTH,MTU15-IDA,PC5,Flat,9.309463482323725,6180
CCGT,OTH,MTU15-IDA,PC5,Midday,9.30946348232374,6180
CCGT,GE,MTU15-DA,PC1,Critical,43.92418430194915,258
CCGT,GE,MTU15-DA,PC1,Flat,33.481294067926655,258
CCGT,GE,MTU15-DA,PC1,Midday,43.92418430194911,258
CCGT,GE,MTU15-DA,PC2,Critical,38.87439345567025,258
CCGT,GE,MTU15-DA,PC2,Flat,146.6533263931758,258
CCGT,GE,MTU15-DA,PC2,Midday,38.874393455670244,258
CCGT,GE,MTU15-DA,PC3,Critical,-6.365824409499599,258
CCGT,GE,MTU15-DA,PC3,Flat,69.30354975888449,258
CCGT,GE,MTU15-DA,PC3,Midday,-6.365824409499615,258
CCGT,GE,MTU15-DA,PC4,Critical,8.77802000525416,258
CCGT,GE,MTU15-DA,PC4,Flat,-59.09479411372955,258
CCGT,GE,MTU15-DA,PC4,Midday,8.778020005254152,258
CCGT,GE,MTU15-DA,PC5,Critical,5.655195356282192,258
CCGT,GE,MTU15-DA,PC5,Flat,-19.963243286764556,258
CCGT,GE,MTU15-DA,PC5,Midday,5.655195356282186,258
CCGT,GN,MTU15-DA,PC1,Critical,-19.992639184679575,31426
CCGT,GN,MTU15-DA,PC1,Flat,-112.40516189236313,31426
CCGT,GN,MTU15-DA,PC1,Midday,-4.919155412764267,31426
CCGT,GN,MTU15-DA,PC2,Critical,-45.749129440985286,31426
CCGT,GN,MTU15-DA,PC2,Flat,-64.3737090096151,31426
CCGT,GN,MTU15-DA,PC2,Midday,-45.62676666347817,31426
CCGT,GN,MTU15-DA,PC3,Critical,5.98580296523378,31426
CCGT,GN,MTU15-DA,PC3,Flat,5.251636317692897,31426
CCGT,GN,MTU15-DA,PC3,Midday,5.829038208144434,31426
CCGT,GN,MTU15-DA,PC4,Critical,0.6645903381174181,31426
CCGT,GN,MTU15-DA,PC4,Flat,2.451781752597693,31426
CCGT,GN,MTU15-DA,PC4,Midday,0.7037907799660638,31426
CCGT,GN,MTU15-DA,PC5,Critical,-6.100946807802579,31426
CCGT,GN,MTU15-DA,PC5,Flat,-5.847738820097057,31426
CCGT,GN,MTU15-DA,PC5,Midday,-5.65567288995808,31426
CCGT,HC,MTU15-DA,PC1,Critical,33.2733665430301,32700
CCGT,HC,MTU15-DA,PC1,Flat,16.87901232857467,32700
CCGT,HC,MTU15-DA,PC1,Midday,-102.54410594133753,32700
CCGT,HC,MTU15-DA,PC2,Critical,32.79072922546109,32700
CCGT,HC,MTU15-DA,PC2,Flat,36.415059755746505,32700
CCGT,HC,MTU15-DA,PC2,Midday,45.34450547436572,32700
CCGT,HC,MTU15-DA,PC3,Critical,-15.906901298399294,32700
CCGT,HC,MTU15-DA,PC3,Flat,-19.296579296074228,32700
CCGT,HC,MTU15-DA,PC3,Midday,-13.889389245752502,32700
CCGT,HC,MTU15-DA,PC4,Critical,1.9912896402639662,32700
CCGT,HC,MTU15-DA,PC4,Flat,-0.017526279843683712,32700
CCGT,HC,MTU15-DA,PC4,Midday,-6.265727614485241,32700
CCGT,HC,MTU15-DA,PC5,Critical,-1.3881486283110034,32700
CCGT,HC,MTU15-DA,PC5,Flat,-0.21928258709647896,32700
CCGT,HC,MTU15-DA,PC5,Midday,-0.3749110267870095,32700
CCGT,IB,MTU15-DA,PC1,Critical,76.62301241661562,40539
CCGT,IB,MTU15-DA,PC1,Flat,57.2615175932296,40539
CCGT,IB,MTU15-DA,PC1,Midday,-87.72205454060328,40539
CCGT,IB,MTU15-DA,PC2,Critical,46.787273315865214,40539
CCGT,IB,MTU15-DA,PC2,Flat,43.978765355240675,40539
CCGT,IB,MTU15-DA,PC2,Midday,37.48782948598894,40539
CCGT,IB,MTU15-DA,PC3,Critical,-6.539817319847509,40539
CCGT,IB,MTU15-DA,PC3,Flat,-6.6013158386517,40539
CCGT,IB,MTU15-DA,PC3,Midday,-4.44079384912488,40539
CCGT,IB,MTU15-DA,PC4,Critical,-0.0206770309432745,40539
CCGT,IB,MTU15-DA,PC4,Flat,-0.43336043695328086,40539
CCGT,IB,MTU15-DA,PC4,Midday,0.9489941057111757,40539
CCGT,IB,MTU15-DA,PC5,Critical,4.325820369179981,40539
CCGT,IB,MTU15-DA,PC5,Flat,3.6830865955107597,40539
CCGT,IB,MTU15-DA,PC5,Midday,3.3137624918346056,40539
CCGT,OTH,MTU15-DA,PC1,Critical,-31.694206588794323,5412
CCGT,OTH,MTU15-DA,PC1,Flat,-31.69420658879435,5412
CCGT,OTH,MTU15-DA,PC1,Midday,-48.8428392198895,5412
CCGT,OTH,MTU15-DA,PC2,Critical,29.95567519948412,5412
CCGT,OTH,MTU15-DA,PC2,Flat,29.95567519948412,5412
CCGT,OTH,MTU15-DA,PC2,Midday,28.124183074042083,5412
CCGT,OTH,MTU15-DA,PC3,Critical,-17.92370274173513,5412
CCGT,OTH,MTU15-DA,PC3,Flat,-17.92370274173513,5412
CCGT,OTH,MTU15-DA,PC3,Midday,-22.124290122670192,5412
CCGT,OTH,MTU15-DA,PC4,Critical,-11.021169040753158,5412
CCGT,OTH,MTU15-DA,PC4,Flat,-11.021169040753154,5412
CCGT,OTH,MTU15-DA,PC4,Midday,-19.44950953498642,5412
CCGT,OTH,MTU15-DA,PC5,Critical,7.356814703783909,5412
CCGT,OTH,MTU15-DA,PC5,Flat,7.356814703783908,5412
CCGT,OTH,MTU15-DA,PC5,Midday,10.357778412273792,5412
CCGT,REP,MTU15-DA,PC1,Critical,53.396978330521556,7992
CCGT,REP,MTU15-DA,PC1,Flat,8.143764111355544,7992
CCGT,REP,MTU15-DA,PC1,Midday,93.31496412132722,7992
CCGT,REP,MTU15-DA,PC2,Critical,2.5976583295352413,7992
CCGT,REP,MTU15-DA,PC2,Flat,8.972244988388939,7992
CCGT,REP,MTU15-DA,PC2,Midday,-3.8869579418776996,7992
CCGT,REP,MTU15-DA,PC3,Critical,3.9333501838775335,7992
CCGT,REP,MTU15-DA,PC3,Flat,2.7879431730844932,7992
CCGT,REP,MTU15-DA,PC3,Midday,3.0555056977297883,7992
CCGT,REP,MTU15-DA,PC4,Critical,2.854527125160603,7992
CCGT,REP,MTU15-DA,PC4,Flat,0.4164640283126344,7992
CCGT,REP,MTU15-DA,PC4,Midday,4.463842598777278,7992
CCGT,REP,MTU15-DA,PC5,Critical,-2.6630139102470425,7992
CCGT,REP,MTU15-DA,PC5,Flat,-0.08605981389764139,7992
CCGT,REP,MTU15-DA,PC5,Midday,-0.8994334991441155,7992
Hydro,GE,ISP15,PC1,Critical,11.254154294222632,881
Hydro,GE,ISP15,PC1,Flat,-40.92615632816133,881
Hydro,GE,ISP15,PC1,Midday,-11.407357896099635,881
Hydro,GE,ISP15,PC2,Critical,53.32713822840528,881
Hydro,GE,ISP15,PC2,Flat,11.775205627820917,881
Hydro,GE,ISP15,PC2,Midday,10.014696310919568,881
Hydro,GE,ISP15,PC3,Critical,-1.6437422336948728,881
Hydro,GE,ISP15,PC3,Flat,0.9992701797018682,881
Hydro,GE,ISP15,PC3,Midday,-5.6715350463484215,881
Hydro,GE,ISP15,PC4,Critical,10.82355954418832,881
Hydro,GE,ISP15,PC4,Flat,-4.067176323942348,881
Hydro,GE,ISP15,PC4,Midday,-11.03379806892266,881
Hydro,GE,ISP15,PC5,Critical,0.781934848543088,881
Hydro,GE,ISP15,PC5,Flat,3.101055561527342,881
Hydro,GE,ISP15,PC5,Midday,-0.82970732742093,881
Hydro,GN,ISP15,PC1,Critical,166.87547166675307,4343
Hydro,GN,ISP15,PC1,Flat,89.58249099282344,4343
Hydro,GN,ISP15,PC1,Midday,140.34629964694565,4343
Hydro,GN,ISP15,PC2,Critical,25.09454523375592,4343
Hydro,GN,ISP15,PC2,Flat,22.552027363997425,4343
Hydro,GN,ISP15,PC2,Midday,18.562230965534923,4343
Hydro,GN,ISP15,PC3,Critical,8.057059175963538,4343
Hydro,GN,ISP15,PC3,Flat,3.7647472709292575,4343
Hydro,GN,ISP15,PC3,Midday,0.7767005985733029,4343
Hydro,GN,ISP15,PC4,Critical,-3.6018853376887536,4343
Hydro,GN,ISP15,PC4,Flat,-0.5328907694476741,4343
Hydro,GN,ISP15,PC4,Midday,-0.5957223647121586,4343
Hydro,GN,ISP15,PC5,Critical,8.099597004672763,4343
Hydro,GN,ISP15,PC5,Flat,6.53464591546267,4343
Hydro,GN,ISP15,PC5,Midday,8.733115113937398,4343
Hydro,HC,ISP15,PC1,Critical,28.7524178362535,28899
Hydro,HC,ISP15,PC1,Flat,-41.99296048034158,28899
Hydro,HC,ISP15,PC1,Midday,-20.591115797181025,28899
Hydro,HC,ISP15,PC2,Critical,-3.9558317756864483,28899
Hydro,HC,ISP15,PC2,Flat,-5.9405078628469035,28899
Hydro,HC,ISP15,PC2,Midday,-13.62490057080374,28899
Hydro,HC,ISP15,PC3,Critical,-1.495780873980043,28899
Hydro,HC,ISP15,PC3,Flat,-1.3294154047780444,28899
Hydro,HC,ISP15,PC3,Midday,-4.2790468426491515,28899
Hydro,HC,ISP15,PC4,Critical,-5.483910782748584,28899
Hydro,HC,ISP15,PC4,Flat,-4.836210469667554,28899
Hydro,HC,ISP15,PC4,Midday,-5.059719924911685,28899
Hydro,HC,ISP15,PC5,Critical,-1.3953061495167838,28899
Hydro,HC,ISP15,PC5,Flat,-1.0317629428415287,28899
Hydro,HC,ISP15,PC5,Midday,-3.7778322194813834,28899
Hydro,IB,ISP15,PC1,Critical,19.667919322442145,12744
Hydro,IB,ISP15,PC1,Flat,-102.33222794081264,12744
Hydro,IB,ISP15,PC1,Midday,8.204288641201583,12744
Hydro,IB,ISP15,PC2,Critical,22.44649836862254,12744
Hydro,IB,ISP15,PC2,Flat,37.768129890717574,12744
Hydro,IB,ISP15,PC2,Midday,30.0000940098532,12744
Hydro,IB,ISP15,PC3,Critical,-13.760200128721724,12744
Hydro,IB,ISP15,PC3,Flat,-6.2559416317984144,12744
Hydro,IB,ISP15,PC3,Midday,-8.664598317918333,12744
Hydro,IB,ISP15,PC4,Critical,1.935677494431049,12744
Hydro,IB,ISP15,PC4,Flat,-2.4900956572045114,12744
Hydro,IB,ISP15,PC4,Midday,-2.545226959543152,12744
Hydro,IB,ISP15,PC5,Critical,4.898719191354965,12744
Hydro,IB,ISP15,PC5,Flat,2.23791172432819,12744
Hydro,IB,ISP15,PC5,Midday,0.7173287737456775,12744
Hydro,REP,ISP15,PC1,Critical,37.53231881481474,1844
Hydro,REP,ISP15,PC1,Flat,-14.045600444559987,1844
Hydro,REP,ISP15,PC1,Midday,183.06277331923835,1844
Hydro,REP,ISP15,PC2,Critical,-36.1037131918654,1844
Hydro,REP,ISP15,PC2,Flat,-69.52763851487158,1844
Hydro,REP,ISP15,PC2,Midday,-52.89440669590192,1844
Hydro,REP,ISP15,PC3,Critical,-12.364806880637003,1844
Hydro,REP,ISP15,PC3,Flat,-34.65342153989968,1844
Hydro,REP,ISP15,PC3,Midday,-13.347717558151842,1844
Hydro,REP,ISP15,PC4,Critical,-11.33105644948888,1844
Hydro,REP,ISP15,PC4,Flat,-7.338570421380898,1844
Hydro,REP,ISP15,PC4,Midday,-19.194980812831762,1844
Hydro,REP,ISP15,PC5,Critical,-12.952952596545941,1844
Hydro,REP,ISP15,PC5,Flat,-14.630446143694767,1844
Hydro,REP,ISP15,PC5,Midday,-12.609980943916655,1844
Hydro,GE,MTU15-IDA,PC1,Critical,-169.64853622548677,942
Hydro,GE,MTU15-IDA,PC1,Flat,-77.96911742566172,942
Hydro,GE,MTU15-IDA,PC1,Midday,-267.1048274507928,942
Hydro,GE,MTU15-IDA,PC2,Critical,75.25634599716489,942
Hydro,GE,MTU15-IDA,PC2,Flat,85.70737614952024,942
Hydro,GE,MTU15-IDA,PC2,Midday,117.72212847198239,942
Hydro,GE,MTU15-IDA,PC3,Critical,27.566211101616776,942
Hydro,GE,MTU15-IDA,PC3,Flat,32.44446318287689,942
Hydro,GE,MTU15-IDA,PC3,Midday,25.782557617033305,942
Hydro,GE,MTU15-IDA,PC4,Critical,-2.633201690316408,942
Hydro,GE,MTU15-IDA,PC4,Flat,-0.36820433363878147,942
Hydro,GE,MTU15-IDA,PC4,Midday,13.119965020862585,942
Hydro,GE,MTU15-IDA,PC5,Critical,6.288341857053879,942
Hydro,GE,MTU15-IDA,PC5,Flat,0.7809001251716507,942
Hydro,GE,MTU15-IDA,PC5,Midday,6.284706641863932,942
Hydro,GN,MTU15-IDA,PC1,Critical,57.16888391594404,1625
Hydro,GN,MTU15-IDA,PC1,Flat,57.16888391594395,1625
Hydro,GN,MTU15-IDA,PC1,Midday,57.16888391594401,1625
Hydro,GN,MTU15-IDA,PC2,Critical,-6.691824091529884,1625
Hydro,GN,MTU15-IDA,PC2,Flat,-6.69182409152988,1625
Hydro,GN,MTU15-IDA,PC2,Midday,-6.691824091529882,1625
Hydro,GN,MTU15-IDA,PC3,Critical,-6.925449605598766,1625
Hydro,GN,MTU15-IDA,PC3,Flat,-6.925449605598763,1625
Hydro,GN,MTU15-IDA,PC3,Midday,-6.925449605598768,1625
Hydro,GN,MTU15-IDA,PC4,Critical,2.9929972060218026,1625
Hydro,GN,MTU15-IDA,PC4,Flat,2.992997206021801,1625
Hydro,GN,MTU15-IDA,PC4,Midday,2.9929972060218044,1625
Hydro,GN,MTU15-IDA,PC5,Critical,-1.817630296741741,1625
Hydro,GN,MTU15-IDA,PC5,Flat,-1.8176302967417517,1625
Hydro,GN,MTU15-IDA,PC5,Midday,-1.8176302967417375,1625
Hydro,HC,MTU15-IDA,PC1,Critical,9.805000049983525,17068
Hydro,HC,MTU15-IDA,PC1,Flat,127.31624029821074,17068
Hydro,HC,MTU15-IDA,PC1,Midday,26.810144758295927,17068
Hydro,HC,MTU15-IDA,PC2,Critical,-20.333317425174144,17068
Hydro,HC,MTU15-IDA,PC2,Flat,-26.79428801159044,17068
Hydro,HC,MTU15-IDA,PC2,Midday,-34.383887362164714,17068
Hydro,HC,MTU15-IDA,PC3,Critical,-0.4406858361438059,17068
Hydro,HC,MTU15-IDA,PC3,Flat,1.0107257983536735,17068
Hydro,HC,MTU15-IDA,PC3,Midday,7.034143371371356,17068
Hydro,HC,MTU15-IDA,PC4,Critical,3.310880277210893,17068
Hydro,HC,MTU15-IDA,PC4,Flat,1.6391146291207992,17068
Hydro,HC,MTU15-IDA,PC4,Midday,1.8096341176739925,17068
Hydro,HC,MTU15-IDA,PC5,Critical,-3.5450899125523483,17068
Hydro,HC,MTU15-IDA,PC5,Flat,-4.739593362639077,17068
Hydro,HC,MTU15-IDA,PC5,Midday,-4.615156329383526,17068
Hydro,IB,MTU15-IDA,PC1,Critical,-38.80150664235825,6556
Hydro,IB,MTU15-IDA,PC1,Flat,76.44423898453034,6556
Hydro,IB,MTU15-IDA,PC1,Midday,-28.53630740954381,6556
Hydro,IB,MTU15-IDA,PC2,Critical,25.427540358236026,6556
Hydro,IB,MTU15-IDA,PC2,Flat,20.34042637940727,6556
Hydro,IB,MTU15-IDA,PC2,Midday,3.865780400608241,6556
Hydro,IB,MTU15-IDA,PC3,Critical,8.845566638279271,6556
Hydro,IB,MTU15-IDA,PC3,Flat,6.071516253729628,6556
Hydro,IB,MTU15-IDA,PC3,Midday,4.656752946555125,6556
Hydro,IB,MTU15-IDA,PC4,Critical,3.5517311909422626,6556
Hydro,IB,MTU15-IDA,PC4,Flat,5.761731625437825,6556
Hydro,IB,MTU15-IDA,PC4,Midday,7.709395075513633,6556
Hydro,IB,MTU15-IDA,PC5,Critical,-2.7850793198947867,6556
Hydro,IB,MTU15-IDA,PC5,Flat,0.801037074003708,6556
Hydro,IB,MTU15-IDA,PC5,Midday,-7.297123739840562,6556
Hydro,REP,MTU15-IDA,PC1,Critical,89.71847990325509,859
Hydro,REP,MTU15-IDA,PC1,Flat,154.6218769084349,859
Hydro,REP,MTU15-IDA,PC1,Midday,74.97614103069037,859
Hydro,REP,MTU15-IDA,PC2,Critical,-109.8606214138471,859
Hydro,REP,MTU15-IDA,PC2,Flat,-84.379270440304,859
Hydro,REP,MTU15-IDA,PC2,Midday,-82.09164548480058,859
Hydro,REP,MTU15-IDA,PC3,Critical,-31.144660510450702,859
Hydro,REP,MTU15-IDA,PC3,Flat,-19.917732536705707,859
Hydro,REP,MTU15-IDA,PC3,Midday,-6.896045220123703,859
Hydro,REP,MTU15-IDA,PC4,Critical,24.55554300885493,859
Hydro,REP,MTU15-IDA,PC4,Flat,26.275983673348996,859
Hydro,REP,MTU15-IDA,PC4,Midday,21.6710102059552,859
Hydro,REP,MTU15-IDA,PC5,Critical,-23.448127227850872,859
Hydro,REP,MTU15-IDA,PC5,Flat,-22.27695130681433,859
Hydro,REP,MTU15-IDA,PC5,Midday,-35.349841797793076,859
Hydro,GE,MTU15-DA,PC1,Critical,69.65275182139932,2917
Hydro,GE,MTU15-DA,PC1,Flat,49.83814386211116,2917
Hydro,GE,MTU15-DA,PC1,Midday,132.9342788604913,2917
Hydro,GE,MTU15-DA,PC2,Critical,5.729155434340489,2917
Hydro,GE,MTU15-DA,PC2,Flat,12.331029829021368,2917
Hydro,GE,MTU15-DA,PC2,Midday,-1.7838572952347667,2917
Hydro,GE,MTU15-DA,PC3,Critical,25.69795389648805,2917
Hydro,GE,MTU15-DA,PC3,Flat,21.128003294247307,2917
Hydro,GE,MTU15-DA,PC3,Midday,20.165104006688793,2917
Hydro,GE,MTU15-DA,PC4,Critical,-16.160984992131812,2917
Hydro,GE,MTU15-DA,PC4,Flat,-23.026728866301717,2917
Hydro,GE,MTU15-DA,PC4,Midday,-8.585044823149008,2917
Hydro,GE,MTU15-DA,PC5,Critical,7.401595094957929,2917
Hydro,GE,MTU15-DA,PC5,Flat,3.3370304308255294,2917
Hydro,GE,MTU15-DA,PC5,Midday,5.602020614311896,2917
Hydro,GN,MTU15-DA,PC1,Critical,-18.39724159432415,4565
Hydro,GN,MTU15-DA,PC1,Flat,48.62550410699853,4565
Hydro,GN,MTU15-DA,PC1,Midday,99.86466095747127,4565
Hydro,GN,MTU15-DA,PC2,Critical,17.284837215689244,4565
Hydro,GN,MTU15-DA,PC2,Flat,11.258199680324363,4565
Hydro,GN,MTU15-DA,PC2,Midday,22.105557997397625,4565
Hydro,GN,MTU15-DA,PC3,Critical,-1.3879911004486147,4565
Hydro,GN,MTU15-DA,PC3,Flat,-0.19984186631191725,4565
