reform,market,session,hour_class,price_eur,resid_real,resid_placebo,placebo_net
DA15,DA,,flat,119,1776.8839389894115,233.23090465176193,1543.6530343376496
DA15,DA,,flat,120,1715.9052115473532,259.72198426890543,1456.1832272784477
DA15,DA,,flat,121,1614.4182193078818,178.6684033579462,1435.7498159499355
DA15,DA,,flat,122,1427.3492777451572,249.51171254567922,1177.837565199478
DA15,DA,,flat,123,1403.3823268146307,271.95572815108716,1131.4265986635435
DA15,DA,,flat,124,1403.9691122464533,348.9141761244563,1055.054936121997
DA15,DA,,flat,125,1090.1133454836004,267.9709134082547,822.1424320753456
DA15,DA,,flat,126,902.1138387277681,279.03892820776497,623.0749105200032
DA15,DA,,flat,127,750.2268065062204,304.85656480480674,445.3702417014137
DA15,DA,,flat,128,602.2154142211677,353.4684846616626,248.74692955950513
DA15,DA,,flat,129,357.94444910030177,422.9023739411961,-64.95792484089435
DA15,DA,,flat,130,99.989048128505,306.7298475427996,-206.74079941429457
DA15,DA,,flat,131,40.93302957075166,291.18598267605336,-250.25295310530169
DA15,DA,,flat,132,-18.55092235715597,314.7632351653392,-333.3141575224952
DA15,DA,,flat,133,-32.677099412009646,384.40536863534305,-417.0824680473527
DA15,DA,,flat,134,-152.3300656227037,347.5648697151359,-499.89493533783957
DA15,DA,,flat,135,-114.00404186939477,366.7567283050994,-480.76077017449416
DA15,DA,,flat,136,-124.68404297155276,284.84009513969465,-409.5241381112474
DA15,DA,,flat,137,-75.94884474956135,298.8526012041065,-374.8014459536679
DA15,DA,,flat,138,-290.77012115631857,234.93488294498667,-525.7050041013052
DA15,DA,,flat,139,-272.30124906327893,270.2660665740042,-542.5673156372832
DA15,DA,,flat,140,-295.21981468615706,157.23532066885596,-452.455135355013
DA15,DA,,flat,141,-245.48028116168535,283.7390043604902,-529.2192855221756
DA15,DA,,flat,142,-186.0443235685565,92.6239702807563,-278.6682938493128
DA15,DA,,flat,143,-225.69469135139147,88.56852933539876,-314.26322068679025
DA15,DA,,flat,144,-197.99696438885644,154.63961943520258,-352.636583824059
DA15,DA,,flat,145,-169.72117585148098,178.41010373727468,-348.13127958875566
DA15,DA,,flat,146,-140.3939544281312,185.22066900756576,-325.61462343569696
DA15,DA,,flat,147,-111.95659780316628,190.59546416525436,-302.5520619684206
DA15,DA,,flat,148,-134.91121896598702,150.4331043071376,-285.3443232731246
DA15,DA,,flat,149,-133.55952827660775,90.36916430013757,-223.92869257674533
DA15,DA,,flat,150,-77.01598142356711,143.34503386854172,-220.36101529210885
DA15,DA,,flat,151,111.41039606870473,225.8743476748835,-114.46395160617877
DA15,DA,,flat,152,155.97093511658414,278.9868055570005,-123.01587044041634
DA15,DA,,flat,153,177.66951594946553,285.6162072119592,-107.94669126249366
DA15,DA,,flat,154,144.69479576940142,263.92688454207484,-119.23208877267342
